id,seen,notificationType,createdAt,updatedAt,UserToId,UserFromId,PostId
19,False,1,2024-06-10 13:00:27.698530+00:00,2024-06-10 13:00:27.698530+00:00,225.0,350,340.0
21,False,1,2024-06-10 13:20:24.264895+00:00,2024-06-10 13:20:24.264895+00:00,306.0,404,49.0
22,False,1,2024-06-10 13:20:24.866651+00:00,2024-06-10 13:20:24.866651+00:00,126.0,404,869.0
23,False,1,2024-06-10 13:20:25.464194+00:00,2024-06-10 13:20:25.464194+00:00,261.0,404,498.0
24,False,1,2024-06-10 13:20:26.077907+00:00,2024-06-10 13:20:26.077907+00:00,122.0,404,871.0
25,False,1,2024-06-10 13:20:26.672597+00:00,2024-06-10 13:20:26.672597+00:00,90.0,404,525.0
26,False,1,2024-06-10 13:22:04.237000+00:00,2024-06-10 13:22:04.263000+00:00,35.0,301,807.0
74,False,1,2024-06-10 13:54:54.634000+00:00,2024-06-10 13:54:54.645000+00:00,76.0,23,1153.0
55,False,1,2024-06-10 13:43:59.175000+00:00,2024-06-10 13:43:59.191000+00:00,404.0,184,1226.0
27,False,2,2024-06-10 13:24:11.403000+00:00,2024-06-10 13:24:11.426000+00:00,35.0,301,807.0
67,False,1,2024-06-10 13:49:02.030000+00:00,2024-06-10 13:49:02.041000+00:00,12.0,246,1200.0
28,False,1,2024-06-10 13:25:37.500000+00:00,2024-06-10 13:25:37.524000+00:00,240.0,301,678.0
56,False,2,2024-06-10 13:44:30.352000+00:00,2024-06-10 13:44:30.369000+00:00,404.0,184,1226.0
29,False,2,2024-06-10 13:26:48.525000+00:00,2024-06-10 13:26:48.561000+00:00,337.0,299,1238.0
30,False,2,2024-06-10 13:26:50.948000+00:00,2024-06-10 13:26:50.958000+00:00,240.0,301,678.0
79,False,2,2024-06-10 13:57:56.233000+00:00,2024-06-10 13:57:56.243000+00:00,358.0,106,1239.0
57,False,1,2024-06-10 13:45:32.799000+00:00,2024-06-10 13:45:32.823000+00:00,183.0,247,1151.0
31,False,1,2024-06-10 13:33:42.739000+00:00,2024-06-10 13:33:42.771000+00:00,35.0,301,451.0
68,False,1,2024-06-10 13:52:12.205000+00:00,2024-06-10 13:52:12.221000+00:00,392.0,292,1246.0
32,False,2,2024-06-10 13:34:36.245000+00:00,2024-06-10 13:34:36.267000+00:00,35.0,301,451.0
58,False,1,2024-06-10 13:45:41.069000+00:00,2024-06-10 13:45:41.091000+00:00,308.0,247,849.0
33,False,1,2024-06-10 13:35:21.060000+00:00,2024-06-10 13:35:21.085000+00:00,353.0,301,716.0
34,False,2,2024-06-10 13:36:46.359000+00:00,2024-06-10 13:36:46.387000+00:00,353.0,301,716.0
75,False,1,2024-06-10 13:55:44.653000+00:00,2024-06-10 13:55:44.671000+00:00,170.0,23,551.0
59,False,2,2024-06-10 13:46:18.579000+00:00,2024-06-10 13:46:18.585000+00:00,308.0,247,792.0
35,False,1,2024-06-10 13:39:03.937000+00:00,2024-06-10 13:39:03.967000+00:00,311.0,101,1191.0
36,False,1,2024-06-10 13:40:25.536178+00:00,2024-06-10 13:40:25.536178+00:00,323.0,376,686.0
37,False,1,2024-06-10 13:40:26.134241+00:00,2024-06-10 13:40:26.134241+00:00,99.0,376,502.0
38,False,1,2024-06-10 13:40:26.755429+00:00,2024-06-10 13:40:26.755429+00:00,22.0,376,579.0
39,False,1,2024-06-10 13:40:27.351041+00:00,2024-06-10 13:40:27.351041+00:00,275.0,376,595.0
40,False,1,2024-06-10 13:40:27.947765+00:00,2024-06-10 13:40:27.947765+00:00,296.0,376,494.0
41,False,1,2024-06-10 13:40:30.517857+00:00,2024-06-10 13:40:30.517857+00:00,217.0,404,194.0
42,False,1,2024-06-10 13:40:31.822348+00:00,2024-06-10 13:40:31.822348+00:00,170.0,404,981.0
43,False,1,2024-06-10 13:40:39.222091+00:00,2024-06-10 13:40:39.222091+00:00,270.0,400,435.0
44,False,1,2024-06-10 13:40:39.826372+00:00,2024-06-10 13:40:39.826372+00:00,180.0,400,1071.0
45,False,1,2024-06-10 13:40:40.434521+00:00,2024-06-10 13:40:40.434521+00:00,150.0,400,106.0
46,False,1,2024-06-10 13:40:41.034766+00:00,2024-06-10 13:40:41.034766+00:00,255.0,400,23.0
47,False,1,2024-06-10 13:40:41.645970+00:00,2024-06-10 13:40:41.645970+00:00,156.0,400,707.0
69,False,1,2024-06-10 13:52:33.562000+00:00,2024-06-10 13:52:33.572000+00:00,84.0,301,1202.0
48,False,2,2024-06-10 13:41:28.994000+00:00,2024-06-10 13:41:29.019000+00:00,286.0,301,511.0
60,False,1,2024-06-10 13:46:26.947000+00:00,2024-06-10 13:46:26.959000+00:00,259.0,184,1025.0
49,False,2,2024-06-10 13:41:53.936000+00:00,2024-06-10 13:41:53.956000+00:00,294.0,229,1125.0
50,False,1,2024-06-10 13:42:12.187000+00:00,2024-06-10 13:42:12.203000+00:00,336.0,229,1159.0
88,False,2,2024-06-10 14:09:25.354000+00:00,2024-06-10 14:09:25.361000+00:00,240.0,301,1131.0
61,False,1,2024-06-10 13:46:32.957000+00:00,2024-06-10 13:46:32.982000+00:00,404.0,184,729.0
51,False,1,2024-06-10 13:42:28.439000+00:00,2024-06-10 13:42:28.455000+00:00,320.0,229,1096.0
70,False,1,2024-06-10 13:53:51.207000+00:00,2024-06-10 13:53:51.217000+00:00,348.0,290,1178.0
52,False,1,2024-06-10 13:42:33.248000+00:00,2024-06-10 13:42:33.293000+00:00,60.0,229,1095.0
62,False,1,2024-06-10 13:46:48.417000+00:00,2024-06-10 13:46:48.429000+00:00,286.0,184,195.0
53,False,1,2024-06-10 13:42:52.295000+00:00,2024-06-10 13:42:52.311000+00:00,285.0,229,655.0
54,False,1,2024-06-10 13:42:57.648000+00:00,2024-06-10 13:42:57.678000+00:00,60.0,229,559.0
76,False,1,2024-06-10 13:56:10.438000+00:00,2024-06-10 13:56:10.457000+00:00,339.0,324,1196.0
63,False,1,2024-06-10 13:47:49.154000+00:00,2024-06-10 13:47:49.174000+00:00,183.0,247,571.0
71,False,1,2024-06-10 13:54:29.890000+00:00,2024-06-10 13:54:29.902000+00:00,344.0,301,591.0
64,False,1,2024-06-10 13:47:52.907000+00:00,2024-06-10 13:47:52.917000+00:00,363.0,247,482.0
65,False,1,2024-06-10 13:48:00.017000+00:00,2024-06-10 13:48:00.025000+00:00,,247,
80,False,1,2024-06-10 13:58:43.377000+00:00,2024-06-10 13:58:43.396000+00:00,304.0,193,1113.0
66,False,1,2024-06-10 13:49:01.120000+00:00,2024-06-10 13:49:01.141000+00:00,372.0,246,1210.0
81,False,1,2024-06-10 14:00:31.293772+00:00,2024-06-10 14:00:31.293772+00:00,277.0,376,612.0
77,False,1,2024-06-10 13:56:14.291000+00:00,2024-06-10 13:56:14.296000+00:00,374.0,324,1173.0
72,False,2,2024-06-10 13:54:39.425000+00:00,2024-06-10 13:54:39.443000+00:00,348.0,290,1178.0
82,False,1,2024-06-10 14:00:31.896740+00:00,2024-06-10 14:00:31.896740+00:00,307.0,376,1158.0
83,False,1,2024-06-10 14:00:32.509778+00:00,2024-06-10 14:00:32.509778+00:00,152.0,376,458.0
73,False,1,2024-06-10 13:54:51.249000+00:00,2024-06-10 13:54:51.258000+00:00,375.0,23,1248.0
86,False,1,2024-06-10 14:08:14.184000+00:00,2024-06-10 14:08:14.205000+00:00,305.0,324,1130.0
78,False,1,2024-06-10 13:57:10.578000+00:00,2024-06-10 13:57:10.593000+00:00,358.0,106,1239.0
94,False,1,2024-06-10 14:11:00.888000+00:00,2024-06-10 14:11:00.901000+00:00,,190,
84,False,1,2024-06-10 14:00:57.546000+00:00,2024-06-10 14:00:57.568000+00:00,263.0,324,704.0
87,False,1,2024-06-10 14:08:16.675000+00:00,2024-06-10 14:08:16.693000+00:00,374.0,324,892.0
85,False,2,2024-06-10 14:03:09.337000+00:00,2024-06-10 14:03:09.354000+00:00,392.0,292,1246.0
90,False,1,2024-06-10 14:10:49.288000+00:00,2024-06-10 14:10:49.304000+00:00,404.0,190,747.0
89,False,1,2024-06-10 14:10:47.208000+00:00,2024-06-10 14:10:47.221000+00:00,255.0,190,1201.0
91,False,1,2024-06-10 14:10:53.895000+00:00,2024-06-10 14:10:53.905000+00:00,285.0,190,655.0
95,False,1,2024-06-10 14:12:07.072000+00:00,2024-06-10 14:12:07.080000+00:00,344.0,301,786.0
20,True,1,2024-06-10 13:00:28.296363+00:00,2024-06-11 14:56:23.243000+00:00,243.0,350,778.0
92,False,1,2024-06-10 14:10:56.732000+00:00,2024-06-10 14:10:56.747000+00:00,35.0,301,1127.0
96,False,1,2024-06-10 14:14:04.554000+00:00,2024-06-10 14:14:04.567000+00:00,404.0,190,360.0
93,False,1,2024-06-10 14:10:58.333000+00:00,2024-06-10 14:10:58.353000+00:00,283.0,190,649.0
97,False,1,2024-06-10 14:14:12.698000+00:00,2024-06-10 14:14:12.713000+00:00,255.0,190,23.0
99,False,1,2024-06-10 14:15:05.769000+00:00,2024-06-10 14:15:05.781000+00:00,394.0,328,1220.0
98,False,2,2024-06-10 14:14:16.207000+00:00,2024-06-10 14:14:16.230000+00:00,304.0,193,1113.0
1263,False,1,2024-06-13 13:49:26.353000+00:00,2024-06-13 13:49:26.360000+00:00,338.0,264,1163.0
1255,True,1,2024-06-13 13:48:10.883000+00:00,2024-06-13 14:38:50.920000+00:00,236.0,264,1528.0
100,False,1,2024-06-10 14:15:06.256000+00:00,2024-06-10 14:15:06.266000+00:00,224.0,328,1162.0
101,False,1,2024-06-10 14:15:10.394000+00:00,2024-06-10 14:15:10.418000+00:00,360.0,328,1089.0
134,False,1,2024-06-10 15:07:48.262000+00:00,2024-06-10 15:07:48.267000+00:00,353.0,193,716.0
102,False,1,2024-06-10 14:15:13.189000+00:00,2024-06-10 14:15:13.194000+00:00,266.0,328,827.0
165,False,1,2024-06-10 15:23:18.584000+00:00,2024-06-10 15:23:18.593000+00:00,255.0,5,23.0
103,False,1,2024-06-10 14:15:14.557000+00:00,2024-06-10 14:15:14.562000+00:00,266.0,328,888.0
104,False,1,2024-06-10 14:15:18.564000+00:00,2024-06-10 14:15:18.577000+00:00,,328,
135,False,1,2024-06-10 15:08:09.641000+00:00,2024-06-10 15:08:09.653000+00:00,255.0,91,23.0
105,False,2,2024-06-10 14:15:40.885000+00:00,2024-06-10 14:15:40.897000+00:00,344.0,301,786.0
106,False,1,2024-06-10 14:20:36.471320+00:00,2024-06-10 14:20:36.471320+00:00,200.0,376,262.0
107,False,1,2024-06-10 14:20:52.063336+00:00,2024-06-10 14:20:52.063336+00:00,223.0,338,13.0
108,False,1,2024-06-10 14:20:52.673110+00:00,2024-06-10 14:20:52.673110+00:00,313.0,338,598.0
109,False,1,2024-06-10 14:20:53.280534+00:00,2024-06-10 14:20:53.280534+00:00,137.0,338,55.0
110,False,1,2024-06-10 14:20:53.872528+00:00,2024-06-10 14:20:53.872528+00:00,240.0,338,678.0
111,False,1,2024-06-10 14:20:54.491501+00:00,2024-06-10 14:20:54.491501+00:00,191.0,338,50.0
186,False,2,2024-06-10 16:41:43.828000+00:00,2024-06-10 16:41:43.838000+00:00,400.0,264,1245.0
112,False,1,2024-06-10 14:27:11.821000+00:00,2024-06-10 14:27:11.840000+00:00,309.0,193,1070.0
175,False,1,2024-06-10 15:49:20.061000+00:00,2024-06-10 15:49:20.070000+00:00,295.0,3,1120.0
136,False,2,2024-06-10 15:09:46.096000+00:00,2024-06-10 15:09:46.110000+00:00,255.0,91,23.0
113,False,1,2024-06-10 14:31:23.029000+00:00,2024-06-10 14:31:23.039000+00:00,271.0,291,1190.0
166,False,1,2024-06-10 15:23:38.453000+00:00,2024-06-10 15:23:38.462000+00:00,240.0,5,678.0
114,False,2,2024-06-10 14:34:43.691000+00:00,2024-06-10 14:34:43.705000+00:00,309.0,193,1070.0
137,False,1,2024-06-10 15:12:14.395000+00:00,2024-06-10 15:12:14.405000+00:00,240.0,301,1104.0
115,False,2,2024-06-10 14:36:04.014000+00:00,2024-06-10 14:36:04.023000+00:00,271.0,291,1190.0
116,False,1,2024-06-10 14:36:16.275000+00:00,2024-06-10 14:36:16.284000+00:00,242.0,243,1061.0
138,False,0,2024-06-10 15:13:01.824000+00:00,2024-06-10 15:13:01.837000+00:00,255.0,193,
117,False,1,2024-06-10 14:36:25.142000+00:00,2024-06-10 14:36:25.153000+00:00,255.0,193,23.0
182,False,1,2024-06-10 16:36:31.369000+00:00,2024-06-10 16:36:31.377000+00:00,167.0,3,1213.0
167,False,1,2024-06-10 15:25:15.819000+00:00,2024-06-10 15:25:15.835000+00:00,389.0,229,10.0
118,False,1,2024-06-10 14:36:28.151000+00:00,2024-06-10 14:36:28.167000+00:00,35.0,291,451.0
139,False,1,2024-06-10 15:13:07.848000+00:00,2024-06-10 15:13:07.860000+00:00,134.0,301,921.0
119,False,1,2024-06-10 14:36:51.818000+00:00,2024-06-10 14:36:51.828000+00:00,150.0,291,106.0
120,False,1,2024-06-10 14:37:19.104000+00:00,2024-06-10 14:37:19.111000+00:00,240.0,193,678.0
140,False,1,2024-06-10 15:13:12.014000+00:00,2024-06-10 15:13:12.026000+00:00,134.0,301,921.0
121,False,2,2024-06-10 14:37:24.735000+00:00,2024-06-10 14:37:24.750000+00:00,150.0,291,106.0
122,False,1,2024-06-10 14:40:41.238320+00:00,2024-06-10 14:40:41.238320+00:00,251.0,376,462.0
176,False,1,2024-06-10 15:50:13.264000+00:00,2024-06-10 15:50:13.272000+00:00,152.0,3,950.0
168,False,2,2024-06-10 15:26:51.607000+00:00,2024-06-10 15:26:51.621000+00:00,150.0,5,106.0
124,False,2,2024-06-10 14:43:27.227000+00:00,2024-06-10 14:43:27.242000+00:00,35.0,193,451.0
141,False,1,2024-06-10 15:13:20.589000+00:00,2024-06-10 15:13:20.606000+00:00,287.0,301,870.0
125,False,1,2024-06-10 14:51:20.205000+00:00,2024-06-10 14:51:20.220000+00:00,263.0,324,1144.0
126,False,1,2024-06-10 14:51:22.692000+00:00,2024-06-10 14:51:22.701000+00:00,305.0,324,749.0
142,False,1,2024-06-10 15:13:29.504000+00:00,2024-06-10 15:13:29.514000+00:00,279.0,301,793.0
127,True,1,2024-06-10 14:56:08.629000+00:00,2024-06-10 14:57:40.289000+00:00,193.0,91,1284.0
169,False,1,2024-06-10 15:30:49.011000+00:00,2024-06-10 15:30:49.032000+00:00,246.0,3,1269.0
143,False,1,2024-06-10 15:14:28.143000+00:00,2024-06-10 15:14:28.151000+00:00,279.0,301,793.0
128,False,1,2024-06-10 14:59:33.796000+00:00,2024-06-10 14:59:33.807000+00:00,246.0,193,1269.0
129,False,2,2024-06-10 15:00:54.440000+00:00,2024-06-10 15:00:54.450000+00:00,246.0,193,1269.0
188,False,2,2024-06-10 16:47:00.137000+00:00,2024-06-10 16:47:00.149000+00:00,245.0,264,1147.0
144,False,1,2024-06-10 15:14:44.499000+00:00,2024-06-10 15:14:44.510000+00:00,240.0,91,678.0
130,False,1,2024-06-10 15:05:19.804000+00:00,2024-06-10 15:05:19.813000+00:00,294.0,229,1125.0
177,False,1,2024-06-10 15:50:17.673000+00:00,2024-06-10 15:50:17.687000+00:00,212.0,3,954.0
131,False,1,2024-06-10 15:05:27.687000+00:00,2024-06-10 15:05:27.698000+00:00,320.0,229,896.0
170,False,1,2024-06-10 15:31:03.525000+00:00,2024-06-10 15:31:03.534000+00:00,240.0,3,678.0
145,False,1,2024-06-10 15:14:51.069000+00:00,2024-06-10 15:14:51.083000+00:00,346.0,301,692.0
132,False,2,2024-06-10 15:06:41.442000+00:00,2024-06-10 15:06:41.454000+00:00,183.0,5,1151.0
133,False,1,2024-06-10 15:07:26.073000+00:00,2024-06-10 15:07:26.080000+00:00,35.0,193,807.0
178,False,0,2024-06-10 16:00:51.115526+00:00,2024-06-10 16:00:51.115526+00:00,288.0,364,
146,False,1,2024-06-10 15:15:43.572000+00:00,2024-06-10 15:15:43.589000+00:00,255.0,301,23.0
147,False,0,2024-06-10 15:20:40.074618+00:00,2024-06-10 15:20:40.074618+00:00,224.0,355,
148,False,1,2024-06-10 15:20:40.932670+00:00,2024-06-10 15:20:40.932670+00:00,292.0,363,710.0
149,False,1,2024-06-10 15:20:41.516839+00:00,2024-06-10 15:20:41.516839+00:00,63.0,363,387.0
150,False,1,2024-06-10 15:20:42.127911+00:00,2024-06-10 15:20:42.127911+00:00,118.0,363,199.0
151,False,1,2024-06-10 15:20:42.719811+00:00,2024-06-10 15:20:42.719811+00:00,159.0,363,298.0
152,False,0,2024-06-10 15:20:43.236690+00:00,2024-06-10 15:20:43.236690+00:00,224.0,364,
153,False,1,2024-06-10 15:20:54.624382+00:00,2024-06-10 15:20:54.624382+00:00,190.0,351,713.0
154,False,1,2024-06-10 15:20:55.224754+00:00,2024-06-10 15:20:55.224754+00:00,86.0,351,582.0
155,False,1,2024-06-10 15:21:13.174743+00:00,2024-06-10 15:21:13.174743+00:00,164.0,338,977.0
156,False,1,2024-06-10 15:21:14.898950+00:00,2024-06-10 15:21:14.898950+00:00,183.0,405,720.0
157,False,1,2024-06-10 15:21:15.488587+00:00,2024-06-10 15:21:15.488587+00:00,240.0,405,678.0
158,False,1,2024-06-10 15:21:16.099916+00:00,2024-06-10 15:21:16.099916+00:00,330.0,405,123.0
159,False,1,2024-06-10 15:21:16.708527+00:00,2024-06-10 15:21:16.708527+00:00,261.0,405,917.0
160,False,1,2024-06-10 15:21:17.302655+00:00,2024-06-10 15:21:17.302655+00:00,133.0,343,216.0
161,False,1,2024-06-10 15:21:17.913650+00:00,2024-06-10 15:21:17.913650+00:00,87.0,343,966.0
162,False,1,2024-06-10 15:21:18.500421+00:00,2024-06-10 15:21:18.500421+00:00,234.0,343,148.0
163,False,1,2024-06-10 15:21:19.108768+00:00,2024-06-10 15:21:19.108768+00:00,178.0,343,425.0
164,False,1,2024-06-10 15:21:19.705784+00:00,2024-06-10 15:21:19.705784+00:00,288.0,343,64.0
171,False,1,2024-06-10 15:31:06.701000+00:00,2024-06-10 15:31:06.711000+00:00,255.0,3,23.0
183,False,2,2024-06-10 16:36:37.483000+00:00,2024-06-10 16:36:37.494000+00:00,335.0,264,1317.0
172,False,1,2024-06-10 15:37:57.235000+00:00,2024-06-10 15:37:57.243000+00:00,339.0,324,666.0
173,False,0,2024-06-10 15:40:47.127222+00:00,2024-06-10 15:40:47.127222+00:00,183.0,364,
174,False,1,2024-06-10 15:40:59.136660+00:00,2024-06-10 15:40:59.136660+00:00,292.0,353,1069.0
179,False,1,2024-06-10 16:17:07.484000+00:00,2024-06-10 16:17:07.497000+00:00,133.0,3,216.0
180,False,0,2024-06-10 16:20:54.728006+00:00,2024-06-10 16:20:54.728006+00:00,314.0,364,
187,False,1,2024-06-10 16:46:15.403000+00:00,2024-06-10 16:46:15.413000+00:00,353.0,301,1308.0
181,False,1,2024-06-10 16:33:08.389000+00:00,2024-06-10 16:33:08.404000+00:00,181.0,3,116.0
184,False,2,2024-06-10 16:40:07.483000+00:00,2024-06-10 16:40:07.502000+00:00,167.0,3,1213.0
185,False,0,2024-06-10 16:40:58.491228+00:00,2024-06-10 16:40:58.491228+00:00,246.0,364,
123,True,1,2024-06-10 14:41:02.101526+00:00,2024-06-11 14:56:21.742000+00:00,243.0,350,1295.0
190,False,2,2024-06-10 16:47:18.934000+00:00,2024-06-10 16:47:18.946000+00:00,255.0,3,23.0
189,False,2,2024-06-10 16:47:12.216000+00:00,2024-06-10 16:47:12.229000+00:00,353.0,301,1308.0
192,False,2,2024-06-10 16:49:55.813000+00:00,2024-06-10 16:49:55.837000+00:00,323.0,3,1076.0
191,False,1,2024-06-10 16:48:37.614000+00:00,2024-06-10 16:48:37.638000+00:00,323.0,3,1076.0
193,False,2,2024-06-10 16:52:41.273000+00:00,2024-06-10 16:52:41.282000+00:00,181.0,3,116.0
194,False,2,2024-06-10 16:56:43.734000+00:00,2024-06-10 16:56:43.745000+00:00,23.0,3,44.0
195,False,1,2024-06-10 16:57:23.869000+00:00,2024-06-10 16:57:23.880000+00:00,246.0,95,1269.0
196,False,1,2024-06-10 16:57:24.718000+00:00,2024-06-10 16:57:24.727000+00:00,246.0,95,1175.0
1279,True,1,2024-06-13 14:06:56.025000+00:00,2024-06-14 01:43:06.561000+00:00,264.0,236,1579.0
1264,False,1,2024-06-13 13:49:31.775000+00:00,2024-06-13 13:49:31.781000+00:00,338.0,264,978.0
1282,False,1,2024-06-13 14:33:30.122000+00:00,2024-06-13 14:33:30.132000+00:00,354.0,328,1555.0
1285,False,1,2024-06-13 14:34:42.279000+00:00,2024-06-13 14:34:42.290000+00:00,346.0,106,1544.0
197,False,1,2024-06-10 16:57:28.138000+00:00,2024-06-10 16:57:28.146000+00:00,246.0,95,1170.0
226,False,1,2024-06-10 17:31:01.996000+00:00,2024-06-10 17:31:02.013000+00:00,328.0,6,753.0
198,False,1,2024-06-10 16:57:32.335000+00:00,2024-06-10 16:57:32.346000+00:00,294.0,95,1125.0
278,False,0,2024-06-10 21:41:52.684891+00:00,2024-06-10 21:41:52.684891+00:00,305.0,364,
199,False,1,2024-06-10 16:59:03.133000+00:00,2024-06-10 16:59:03.143000+00:00,255.0,95,23.0
227,False,2,2024-06-10 17:31:49.031000+00:00,2024-06-10 17:31:49.052000+00:00,328.0,3,1252.0
200,False,1,2024-06-10 16:59:04.698000+00:00,2024-06-10 16:59:04.707000+00:00,240.0,95,678.0
228,False,0,2024-06-10 17:41:09.141611+00:00,2024-06-10 17:41:09.141611+00:00,35.0,364,
229,False,1,2024-06-10 17:41:09.669487+00:00,2024-06-10 17:41:09.669487+00:00,320.0,365,896.0
201,False,1,2024-06-10 16:59:28.226000+00:00,2024-06-10 16:59:28.239000+00:00,328.0,3,1252.0
230,False,1,2024-06-10 17:42:02.014912+00:00,2024-06-10 17:42:02.014912+00:00,278.0,333,974.0
231,False,1,2024-06-10 17:42:02.571129+00:00,2024-06-10 17:42:02.571129+00:00,325.0,333,224.0
202,False,1,2024-06-10 16:59:47.860000+00:00,2024-06-10 16:59:47.870000+00:00,303.0,3,149.0
203,False,0,2024-06-10 17:01:02.186769+00:00,2024-06-10 17:01:02.186769+00:00,240.0,364,
232,False,1,2024-06-10 17:42:03.100134+00:00,2024-06-10 17:42:03.100134+00:00,304.0,333,1113.0
233,False,1,2024-06-10 17:42:03.636183+00:00,2024-06-10 17:42:03.636183+00:00,306.0,333,847.0
204,False,2,2024-06-10 17:01:43.430000+00:00,2024-06-10 17:01:43.439000+00:00,58.0,3,275.0
234,False,1,2024-06-10 17:42:04.177640+00:00,2024-06-10 17:42:04.177640+00:00,136.0,333,21.0
235,False,0,2024-06-10 18:01:13.189976+00:00,2024-06-10 18:01:13.189976+00:00,60.0,364,
205,False,1,2024-06-10 17:07:52.401000+00:00,2024-06-10 17:07:52.416000+00:00,322.0,95,983.0
236,False,0,2024-06-10 18:21:16.748756+00:00,2024-06-10 18:21:16.748756+00:00,118.0,364,
237,False,0,2024-06-10 18:41:20.388035+00:00,2024-06-10 18:41:20.388035+00:00,83.0,364,
206,False,1,2024-06-10 17:07:53.828000+00:00,2024-06-10 17:07:53.836000+00:00,322.0,95,902.0
238,False,0,2024-06-10 19:01:23.942047+00:00,2024-06-10 19:01:23.942047+00:00,262.0,364,
239,False,0,2024-06-10 19:21:27.518424+00:00,2024-06-10 19:21:27.518424+00:00,322.0,364,
207,False,1,2024-06-10 17:15:07.946000+00:00,2024-06-10 17:15:07.969000+00:00,255.0,301,23.0
208,False,1,2024-06-10 17:15:19.482000+00:00,2024-06-10 17:15:19.492000+00:00,240.0,301,678.0
272,False,2,2024-06-10 21:24:24.395000+00:00,2024-06-10 21:24:24.405000+00:00,286.0,301,195.0
241,False,0,2024-06-10 19:51:23.116000+00:00,2024-06-10 19:51:23.120000+00:00,255.0,91,
209,False,2,2024-06-10 17:16:22.572000+00:00,2024-06-10 17:16:22.582000+00:00,240.0,301,678.0
242,False,0,2024-06-10 20:01:34.627319+00:00,2024-06-10 20:01:34.627319+00:00,302.0,364,
243,False,1,2024-06-10 20:01:38.084879+00:00,2024-06-10 20:01:38.084879+00:00,275.0,362,595.0
210,False,2,2024-06-10 17:16:39.536000+00:00,2024-06-10 17:16:39.554000+00:00,181.0,3,568.0
211,False,0,2024-06-10 17:21:05.971896+00:00,2024-06-10 17:21:05.971896+00:00,286.0,364,
244,False,1,2024-06-10 20:01:38.630894+00:00,2024-06-10 20:01:38.630894+00:00,300.0,362,543.0
245,False,1,2024-06-10 20:01:39.168814+00:00,2024-06-10 20:01:39.168814+00:00,286.0,362,812.0
212,False,1,2024-06-10 17:28:42.648000+00:00,2024-06-10 17:28:42.658000+00:00,328.0,6,1252.0
246,False,1,2024-06-10 20:01:39.714550+00:00,2024-06-10 20:01:39.714550+00:00,136.0,362,452.0
247,False,1,2024-06-10 20:01:40.258691+00:00,2024-06-10 20:01:40.258691+00:00,298.0,362,497.0
213,False,1,2024-06-10 17:28:52.786000+00:00,2024-06-10 17:28:52.798000+00:00,220.0,6,1022.0
248,False,1,2024-06-10 20:01:40.446065+00:00,2024-06-10 20:01:40.446065+00:00,94.0,395,681.0
249,False,1,2024-06-10 20:01:40.989165+00:00,2024-06-10 20:01:40.989165+00:00,266.0,395,888.0
214,False,1,2024-06-10 17:28:55.840000+00:00,2024-06-10 17:28:55.862000+00:00,262.0,6,952.0
250,False,1,2024-06-10 20:01:41.549232+00:00,2024-06-10 20:01:41.549232+00:00,304.0,386,432.0
251,False,1,2024-06-10 20:01:42.116163+00:00,2024-06-10 20:01:42.116163+00:00,149.0,386,424.0
215,False,1,2024-06-10 17:30:06.214000+00:00,2024-06-10 17:30:06.226000+00:00,133.0,95,216.0
