id,text,subject,createdAt,updatedAt,PostId,CommenterId
65,"I've always found people that are against GMOs weird and they never really have any good argument against them, just handwaving at toxins and cancer.",4,2024-06-11 14:16:50.688000+00:00,2024-06-11 14:16:50.693000+00:00,1372,3
66,Why aren't you convinced?,4,2024-06-11 14:17:45.423000+00:00,2024-06-11 14:17:45.429000+00:00,1058,3
71,medicare is essential,2,2024-06-11 15:01:32.828000+00:00,2024-06-11 15:01:32.833000+00:00,1411,299
80,"Indeed, a solution had to be found for the increasingly threatening food crisis that looms on the horizon. Scientists should therefore be congratulated!",4,2024-06-11 16:22:37.897000+00:00,2024-06-11 16:22:37.903000+00:00,1245,301
72,gmo food is safe,4,2024-06-11 15:05:58.885000+00:00,2024-06-11 15:05:58.892000+00:00,1413,246
73,its correct negatively impact,4,2024-06-11 15:09:05.943000+00:00,2024-06-11 15:09:05.948000+00:00,918,290
74,gmo foods is not affects  ,4,2024-06-11 15:09:52.354000+00:00,2024-06-11 15:09:52.360000+00:00,1415,324
81,I completely agree!!!,2,2024-06-11 17:59:37.440000+00:00,2024-06-11 17:59:37.445000+00:00,1199,292
75,"Wealth taxes can bring in a lot of money for governments. They can use this money to pay for things like schools, hospitals, helping people who need it, building roads, and other things that make life better for everyone.",3,2024-06-11 15:28:57.766000+00:00,2024-06-11 15:28:57.771000+00:00,1246,193
76,This is especially about the moral aspect. Is it moral to tax the rich more? Are they to blame for the poverty of others?,3,2024-06-11 15:58:44.574000+00:00,2024-06-11 15:58:44.581000+00:00,1246,301
85,"I agree with you, scientist has already confirmed this that the GMO is safe.",4,2024-06-11 20:03:23.785000+00:00,2024-06-11 20:03:23.792000+00:00,1372,91
77,"I agree with you. Closing business in the name of Covid is a bad approach. It will lead nation to financial crisis, which will cost much more damages to us.",0,2024-06-11 16:04:43.018000+00:00,2024-06-11 16:04:43.026000+00:00,989,193
82,"I disagree, anything can be funny, even serious topics.",4,2024-06-11 19:08:09.732000+00:00,2024-06-11 19:08:09.741000+00:00,773,3
83,How would a wealth tax work? Most of the rich's wealth is in assets and isn't liquid.,3,2024-06-11 19:12:05.436000+00:00,2024-06-11 19:12:05.445000+00:00,1379,3
89,"There is no cause for concern, research has proven this!",4,2024-06-11 20:24:34.160000+00:00,2024-06-11 20:24:34.173000+00:00,1385,301
86,"true indeed, the GMO crops are enriched with nutrients compared to naturally grown crops.",4,2024-06-11 20:06:43.287000+00:00,2024-06-11 20:06:43.302000+00:00,1408,91
87,"this chart seem incomplete to me, will you please elaborate.",0,2024-06-11 20:09:50.908000+00:00,2024-06-11 20:09:50.921000+00:00,1399,91
93,The minor potential risks about intaking GMO foods are already been subdued by the scientists.,4,2024-06-11 21:21:41.504000+00:00,2024-06-11 21:21:41.512000+00:00,1440,5
88,But still some people spreading negativity about the GMO.,4,2024-06-11 20:13:16.696000+00:00,2024-06-11 20:13:16.707000+00:00,1461,91
92,My opinion is same as yours. GMOs are the best replacement for those traditionally grown foods and they are healthy too but still some people spreading rumors and negetivity.,4,2024-06-11 20:44:58.578000+00:00,2024-06-11 20:44:58.584000+00:00,1372,5
90,Probably in Senegal people are more resistant to the virus!,0,2024-06-11 20:26:54.588000+00:00,2024-06-11 20:26:54.607000+00:00,824,301
91,"Covid in not a thread as it was earlier, rather I would say our economy is in grave danger. Our government need to look into this matter.",0,2024-06-11 20:36:35.370000+00:00,2024-06-11 20:36:35.377000+00:00,1151,5
94,"You're absolutely right! Regulatory agencies around the world prioritize the safety of our food supply, and GMOs undergo thorough testing before reaching consumers. There's no evidence of direct health risks from currently available GMOs.",4,2024-06-11 23:57:01.228000+00:00,2024-06-11 23:57:01.234000+00:00,1461,236
95,Absolutely agree! Mental health is just as important as physical health. It's brave to acknowledge when we need help and to seek it out. Let's continue to support each other and promote a culture where everyone feels safe to talk about their struggles.,2,2024-06-12 00:38:43.697000+00:00,2024-06-12 00:38:43.703000+00:00,1402,236
96,"no risk
",2,2024-06-12 03:06:02.098000+00:00,2024-06-12 03:06:02.102000+00:00,1481,165
135,I'm sorry if my post was unclear; my intention is to provide balanced information so people can make informed choices about GMO foods based on their own beliefs and preferences.,4,2024-06-13 03:11:25.579000+00:00,2024-06-13 03:11:25.584000+00:00,1398,264
136,Thank you all for your supportive comments! It's heartening to see such a positive and encouraging discussion around mental health; let's keep spreading awareness and kindness,2,2024-06-13 03:15:29.084000+00:00,2024-06-13 03:15:29.089000+00:00,1402,264
97,"A wealth tax is a type of tax that is levied on an individual's net worth, which is the total value of their assets minus their liabilities. While it's true that a significant portion of the wealthy's wealth may be tied up in illiquid assets, such as real estate, stocks, or businesses, there are several ways that a wealth tax could be designed to address this issue.",3,2024-06-12 03:15:45.664000+00:00,2024-06-12 03:15:45.669000+00:00,1379,165
121,"Dear colleague, do you think that if we take from some and give to others, we will solve something? The world has been divided into rich and poor since immemorial time, and this seems to be implemented in the human genome. Have you seen the TV series ""rich man, poor man""?",3,2024-06-12 18:57:05.027000+00:00,2024-06-12 18:57:05.040000+00:00,1439,301
98,"Sure. Here is the explanation. The image shows the Earth surrounded by recycling arrows with a flame behind it, symbolizing the idea that addressing climate change involves both managing our planet's resources and tackling global warming.",0,2024-06-12 04:43:38.620000+00:00,2024-06-12 04:43:38.624000+00:00,1399,264
114,"I don't really have a strong opinion one way or the other, but I think this is a reasonable fear that can't just be handwaved away.",3,2024-06-12 15:54:41.945000+00:00,2024-06-12 15:54:41.953000+00:00,1450,3
99,"I totally agree! Practices like yoga and meditation can be really helpful for mental health. Do you have any favorite techniques, or would you like some suggestions?",2,2024-06-12 04:46:38.987000+00:00,2024-06-12 04:46:38.992000+00:00,1402,264
100,its very usefull,2,2024-06-12 13:30:23.563000+00:00,2024-06-12 13:30:23.568000+00:00,1503,328
101,ITS SO SAFE FOR FOOD,4,2024-06-12 13:32:53.257000+00:00,2024-06-12 13:32:53.262000+00:00,1296,291
115,"Yes, Mental health is just as important as physical and more people need to understand that.",2,2024-06-12 16:06:00.823000+00:00,2024-06-12 16:06:00.829000+00:00,1402,3
102,its safe for food,4,2024-06-12 13:37:05.367000+00:00,2024-06-12 13:37:05.372000+00:00,1405,101
103,the virus is very bad.,0,2024-06-12 13:41:57.373000+00:00,2024-06-12 13:41:57.377000+00:00,1515,324
129,"First of all you need some knowledge about what GMO is, then you will stop posting this kind of unethical things.",4,2024-06-12 21:57:45.072000+00:00,2024-06-12 21:57:45.078000+00:00,1398,5
104,covid-19 is better rest to treatment.,0,2024-06-12 13:45:06.112000+00:00,2024-06-12 13:45:06.118000+00:00,1517,299
116,"where the government offers a public health insurance plan, could provide a lower-cost alternative to private insurance while maintaining some of the benefits of private insurance.",2,2024-06-12 17:09:29.982000+00:00,2024-06-12 17:09:29.986000+00:00,1456,165
105,its useful for all unhealthy people,0,2024-06-12 13:48:29.493000+00:00,2024-06-12 13:48:29.498000+00:00,1165,106
106,"no, its not fair it just collect the tax from high class people to serve the low class people.",3,2024-06-12 13:49:16.437000+00:00,2024-06-12 13:49:16.442000+00:00,1483,229
122,"Please don't guide people in wrong way, we have already suffered enough due to Covid-19. Taking medicine without prescription from doctor can cause serious issue.",0,2024-06-12 19:16:04.648000+00:00,2024-06-12 19:16:04.656000+00:00,1517,91
107,medicare of all introduced the united states,2,2024-06-12 13:50:13.980000+00:00,2024-06-12 13:50:13.986000+00:00,1521,246
117,So basically you are saying that those middle class people who earns for their families are not successful! why only poor and middle class people would take the maximum burden of taxes!,3,2024-06-12 17:51:54.900000+00:00,2024-06-12 17:51:54.904000+00:00,1478,193
108,medicare provide comprehensive.,2,2024-06-12 13:57:26.812000+00:00,2024-06-12 13:57:26.817000+00:00,1527,325
109,"YES, SURE Our safety is first celebration as next",0,2024-06-12 14:00:51.017000+00:00,2024-06-12 14:00:51.025000+00:00,997,247
110,Why do you think GMOs are experimental or cause health issues?,4,2024-06-12 14:21:58.838000+00:00,2024-06-12 14:21:58.843000+00:00,1119,3
118,In my opinion GMO is completely safe to consume. We should not believe on any rumors without valid context. ,4,2024-06-12 17:58:26.981000+00:00,2024-06-12 17:58:26.986000+00:00,1372,193
111,This has been true for years and for some reason people still believe in the anti-GMO hysteria.,4,2024-06-12 14:54:08.447000+00:00,2024-06-12 14:54:08.452000+00:00,1461,3
112,"I don't believe in the anti-GMO arguments, but I am always for transparency and the ability for people to see the data.",4,2024-06-12 15:15:43.355000+00:00,2024-06-12 15:15:43.360000+00:00,1442,3
125,It seems completely a manipulative post to me. You are basically discouraging people from buying GMO food.,4,2024-06-12 20:31:20.654000+00:00,2024-06-12 20:31:20.661000+00:00,1398,91
113,Agreed! No matter the issue you should always weight the pros and cons and not just focus on one and ignore the other.,4,2024-06-12 15:31:00.541000+00:00,2024-06-12 15:31:00.546000+00:00,1440,3
119,A wealth tax on the richest people can help raise money for important things like you mentioned but at the same time govt. must ensure careful planning to work this well without causing problems.,3,2024-06-12 18:06:05.594000+00:00,2024-06-12 18:06:05.599000+00:00,1439,193
123,"I completely agree with you. A wealth tax could make a big difference in creating a fairer society. It's about time we address wealth inequality and use the resources to benefit everyone, especially in improving essential public services. Great point.",3,2024-06-12 20:09:21.101000+00:00,2024-06-12 20:09:21.107000+00:00,1439,5
120,Have you heard of any cases of illness or death due to GMOs? I did not hear!,4,2024-06-12 18:08:59.329000+00:00,2024-06-12 18:08:59.333000+00:00,1385,301
124,Researches are still on going but there are enough studies shows that the GMO is completely safe.,4,2024-06-12 20:12:12.127000+00:00,2024-06-12 20:12:12.134000+00:00,1385,5
126,How could you say this! Many poor people are getting benefit from Medicare support. ,2,2024-06-12 20:34:52.857000+00:00,2024-06-12 20:34:52.863000+00:00,434,91
127,"I agree with you, but how did you set this threshold of 100 million? Why not 90 or 110?",3,2024-06-12 21:06:51.584000+00:00,2024-06-12 21:06:51.588000+00:00,1384,301
130,"Thank you for your perspective. While it's true that many studies suggest GMOs are safe, ongoing research is essential to address long-term impacts and any emerging concerns. It's important to balance innovation with caution and ensure that all voices are heard in the discussion about our food systems. ",4,2024-06-12 22:56:13.268000+00:00,2024-06-12 22:56:13.275000+00:00,1385,236
128,"It's a huge initiative, the govt need to be more focused on implementing it. Without proper planning it may fail. ",3,2024-06-12 21:34:03.624000+00:00,2024-06-12 21:34:03.630000+00:00,1444,5
131,I completely agree! Medicare for All has the potential to improve healthcare access and outcomes for everyone in our society. Ensuring comprehensive coverage can lead to a healthier and more equitable future. 🏥🌟,2,2024-06-12 23:02:20.226000+00:00,2024-06-12 23:02:20.231000+00:00,1562,236
132,I totally agree! Transparency and rigorous testing are crucial for ensuring the safety of GMO foods. Let's continue to prioritize health and consumer trust in our food systems. 🌱🔬 #GMOTransparency #FoodSafety #TrustInScience,4,2024-06-12 23:05:03.518000+00:00,2024-06-12 23:05:03.524000+00:00,1482,236
133,Absolutely! A 2% wealth tax could provide much-needed funding for vital public services. Ensuring fair contributions helps build a stronger and more equitable society for all.,3,2024-06-12 23:14:00.558000+00:00,2024-06-12 23:14:00.563000+00:00,1561,236
134,"Indeed, COVID-19 has created significant challenges and economic strain for the government. It's crucial to support policies that promote recovery and resilience as we navigate these difficult times. ",0,2024-06-12 23:16:23.065000+00:00,2024-06-12 23:16:23.071000+00:00,1390,236
137,good effectiveness and good potential,3,2024-06-13 12:52:55.269000+00:00,2024-06-13 12:52:55.274000+00:00,1448,101
138,i obey with you,3,2024-06-13 13:27:40.268000+00:00,2024-06-13 13:27:40.275000+00:00,1475,229
139,i am not interested,3,2024-06-13 13:28:31.591000+00:00,2024-06-13 13:28:31.596000+00:00,1569,23
140,advocate for social programs,3,2024-06-13 13:34:56.690000+00:00,2024-06-13 13:34:56.700000+00:00,1345,247
141,"Has anyone done a risk assessment? What risk are you talking about, as long as there is no risk? Look at what a great teacher I had at the risk theory seminar said: ""Don't look for risk where it doesn't exist"". Or Jesus Christ when the believers went on the third day to the tomb where Jesus was buried after the crucifixion: ""Why are you looking for me where I am not""?",4,2024-06-13 14:34:14.706000+00:00,2024-06-13 14:34:14.712000+00:00,936,301
164,Absolutely I agree! It's essential to recognize the benefits that GMOs bring to agriculture and the environment. Supporting farmers and trusting scientific advancements can lead to more sustainable and productive farming practices. 🌱🚜,4,2024-06-13 21:46:45.562000+00:00,2024-06-13 21:46:45.567000+00:00,1657,236
142,Economic status is good profit,2,2024-06-13 14:35:28.106000+00:00,2024-06-13 14:35:28.113000+00:00,1544,106
159,This is true about anything the government does.,0,2024-06-13 18:02:12.194000+00:00,2024-06-13 18:02:12.201000+00:00,1077,3
143,yah its right,4,2024-06-13 14:36:32.936000+00:00,2024-06-13 14:36:32.942000+00:00,1608,328
144,I CAN LEARN FROM MISTAKE ALWAYS,2,2024-06-13 14:39:11.199000+00:00,2024-06-13 14:39:11.203000+00:00,1104,291
145,the medicare went the future ,2,2024-06-13 14:44:35.257000+00:00,2024-06-13 14:44:35.267000+00:00,1614,299
160,All the above !,0,2024-06-13 18:57:45.590000+00:00,2024-06-13 18:57:45.598000+00:00,1504,301
146,yah its good one,3,2024-06-13 14:45:08.577000+00:00,2024-06-13 14:45:08.585000+00:00,1247,290
147,good potential impact and fairness,3,2024-06-13 14:45:23.103000+00:00,2024-06-13 14:45:23.108000+00:00,1484,101
148,food quality prevent good food,4,2024-06-13 14:48:13.686000+00:00,2024-06-13 14:48:13.695000+00:00,1616,325
161,"Definitely Medicare can be the great solution for overall healthcare system, but first govt must ensure how to implement it for all without any complications.",2,2024-06-13 20:31:59.808000+00:00,2024-06-13 20:31:59.818000+00:00,1199,193
149,yes exactly right,0,2024-06-13 14:49:13.720000+00:00,2024-06-13 14:49:13.732000+00:00,1189,190
150,gmo food is healthful,4,2024-06-13 14:54:04.039000+00:00,2024-06-13 14:54:04.047000+00:00,1620,246
165,Yes. I agree with your words.Your comment highlights the potential benefits of GM foods effectively. It would be even stronger by briefly addressing specific health concerns and providing examples of successful GM crops.,4,2024-06-14 01:08:30.404000+00:00,2024-06-14 01:08:30.409000+00:00,1489,264
151,medicare  is funded by the federal id good,2,2024-06-13 14:57:29.197000+00:00,2024-06-13 14:57:29.206000+00:00,1622,324
162,"Recent research has clearly shown that GM foods have the potential to solve many of the world's hunger and malnutrition problems, and to help protect and preserve the environment by increasing yield and reducing reliance upon synthetic pesticides and herbicides. Challenges ahead lie in many areas viz. safety testing, regulation, policies and food labelling. Many people feel that genetic engineering is the inevitable wave of the future and that we cannot afford to ignore a technology that has such enormous potential benefits.",4,2024-06-13 20:36:06.849000+00:00,2024-06-13 20:36:06.855000+00:00,1489,301
152,"Don't worry, be happy that GMO exists!",4,2024-06-13 15:28:05.080000+00:00,2024-06-13 15:28:05.084000+00:00,1623,301
153,So can we say that covid-19 is the Chinese virus?,0,2024-06-13 15:51:37.450000+00:00,2024-06-13 15:51:37.459000+00:00,1515,301
154,"The question is good, but please tell me why the rich are guilty because they are rich? Is there any suspicion about them?",4,2024-06-13 17:44:39.351000+00:00,2024-06-13 17:44:39.356000+00:00,1487,301
163,"If this tax can address income inequality then in no time nation's economy will be huge, so how come it discourage investors to invest in a economically grown country!",3,2024-06-13 21:39:05.076000+00:00,2024-06-13 21:39:05.081000+00:00,1655,5
155,"The dialogue must start from here, that is, whether it is right or not to overtax the rich.",4,2024-06-13 17:45:59.883000+00:00,2024-06-13 17:45:59.890000+00:00,1487,301
156,That is a reasonable concern and I would like to hear more about your idea of targeting luxury good.,3,2024-06-13 17:49:57.690000+00:00,2024-06-13 17:49:57.701000+00:00,1483,3
157,"I don't think any one source is going to give you an accurate picture, intentionally or not. You should always look to multiple independent sources before forming an opinion.",0,2024-06-13 17:56:06.250000+00:00,2024-06-13 17:56:06.256000+00:00,1496,3
168,Your honesty about your fear of GMOs is refreshing and can resonate with others who share similar concerns. A willingness to explore and understand different viewpoints can help mitigate fears and lead to more balanced opinions. ,4,2024-06-14 01:34:17.188000+00:00,2024-06-14 01:34:17.193000+00:00,558,264
158,"I always vote because I feel that you aren't allowed to complain about about politicians, if you never go out to vote. It is something I hold myself, as well as friends and family to.",0,2024-06-13 18:00:36.541000+00:00,2024-06-13 18:00:36.549000+00:00,1572,3
166,"I completely agree, Maureen! Voting is a key part of participating in our democracy, and it ensures that our voices are heard and our concerns are addressed.",0,2024-06-14 01:10:00.072000+00:00,2024-06-14 01:10:00.080000+00:00,1572,264
167,"Great point, Maureen! Relying on multiple independent sources is essential for getting a well-rounded and accurate understanding of the news. Cross-referencing multiple sources ensures you get diverse perspectives and helps filter out any biases. It’s a crucial step in staying well-informed and making balanced opinions.",0,2024-06-14 01:12:20.096000+00:00,2024-06-14 01:12:20.101000+00:00,1496,264
169,"Without expressing specific concerns or preferences, it’s hard to provide targeted advice or support. But i believe Medicare support all people for their health. we should use this opportunity",2,2024-06-14 01:36:36.904000+00:00,2024-06-14 01:36:36.909000+00:00,794,264
