FollowerId,FollowingId,createdAt,updatedAt
305,35,2024-06-09 17:30:31.037488+00:00,2024-06-09 17:30:31.037488+00:00
34,253,2024-06-09 17:30:31.150345+00:00,2024-06-09 17:30:31.150345+00:00
242,34,2024-06-09 17:30:31.266878+00:00,2024-06-09 17:30:31.266878+00:00
39,293,2024-06-09 17:30:31.376786+00:00,2024-06-09 17:30:31.376786+00:00
23,39,2024-06-09 17:30:31.485589+00:00,2024-06-09 17:30:31.485589+00:00
41,286,2024-06-09 17:30:31.597123+00:00,2024-06-09 17:30:31.597123+00:00
62,41,2024-06-09 17:30:31.713109+00:00,2024-06-09 17:30:31.713109+00:00
62,212,2024-06-09 17:30:31.821386+00:00,2024-06-09 17:30:31.821386+00:00
62,329,2024-06-09 17:30:31.941809+00:00,2024-06-09 17:30:31.941809+00:00
62,404,2024-06-09 17:30:32.053987+00:00,2024-06-09 17:30:32.053987+00:00
62,253,2024-06-09 17:30:32.168486+00:00,2024-06-09 17:30:32.168486+00:00
62,344,2024-06-09 17:30:32.286850+00:00,2024-06-09 17:30:32.286850+00:00
62,140,2024-06-09 17:30:32.403314+00:00,2024-06-09 17:30:32.403314+00:00
62,298,2024-06-09 17:30:32.519195+00:00,2024-06-09 17:30:32.519195+00:00
62,355,2024-06-09 17:30:32.639131+00:00,2024-06-09 17:30:32.639131+00:00
15,62,2024-06-09 17:30:32.752023+00:00,2024-06-09 17:30:32.752023+00:00
350,62,2024-06-09 17:30:32.876545+00:00,2024-06-09 17:30:32.876545+00:00
314,62,2024-06-09 17:30:33.013079+00:00,2024-06-09 17:30:33.013079+00:00
317,62,2024-06-09 17:30:33.133077+00:00,2024-06-09 17:30:33.133077+00:00
45,356,2024-06-09 17:30:33.246484+00:00,2024-06-09 17:30:33.246484+00:00
258,45,2024-06-09 17:30:33.358949+00:00,2024-06-09 17:30:33.358949+00:00
46,303,2024-06-09 17:30:33.476200+00:00,2024-06-09 17:30:33.476200+00:00
227,46,2024-06-09 17:30:33.591138+00:00,2024-06-09 17:30:33.591138+00:00
331,403,2024-06-09 17:30:33.709622+00:00,2024-06-09 17:30:33.709622+00:00
234,331,2024-06-09 17:30:33.816112+00:00,2024-06-09 17:30:33.816112+00:00
48,282,2024-06-09 17:30:33.925645+00:00,2024-06-09 17:30:33.925645+00:00
48,191,2024-06-09 17:30:34.038640+00:00,2024-06-09 17:30:34.038640+00:00
317,48,2024-06-09 17:30:34.155593+00:00,2024-06-09 17:30:34.155593+00:00
332,6,2024-06-09 17:30:34.260405+00:00,2024-06-09 17:30:34.260405+00:00
332,248,2024-06-09 17:30:34.378470+00:00,2024-06-09 17:30:34.378470+00:00
302,332,2024-06-09 17:30:34.488169+00:00,2024-06-09 17:30:34.488169+00:00
50,99,2024-06-09 17:30:34.607080+00:00,2024-06-09 17:30:34.607080+00:00
392,50,2024-06-09 17:30:34.713912+00:00,2024-06-09 17:30:34.713912+00:00
51,320,2024-06-09 17:30:34.831612+00:00,2024-06-09 17:30:34.831612+00:00
51,158,2024-06-09 17:30:34.952511+00:00,2024-06-09 17:30:34.952511+00:00
51,382,2024-06-09 17:30:35.068343+00:00,2024-06-09 17:30:35.068343+00:00
50,51,2024-06-09 17:30:35.190224+00:00,2024-06-09 17:30:35.190224+00:00
291,51,2024-06-09 17:30:35.294886+00:00,2024-06-09 17:30:35.294886+00:00
54,240,2024-06-09 17:30:35.414312+00:00,2024-06-09 17:30:35.414312+00:00
323,54,2024-06-09 17:30:35.533398+00:00,2024-06-09 17:30:35.533398+00:00
58,397,2024-06-09 17:30:35.655247+00:00,2024-06-09 17:30:35.655247+00:00
58,350,2024-06-09 17:30:35.782160+00:00,2024-06-09 17:30:35.782160+00:00
58,299,2024-06-09 17:30:35.893234+00:00,2024-06-09 17:30:35.893234+00:00
262,58,2024-06-09 17:30:36.000093+00:00,2024-06-09 17:30:36.000093+00:00
388,58,2024-06-09 17:30:36.113031+00:00,2024-06-09 17:30:36.113031+00:00
60,236,2024-06-09 17:30:36.221208+00:00,2024-06-09 17:30:36.221208+00:00
60,263,2024-06-09 17:30:36.332646+00:00,2024-06-09 17:30:36.332646+00:00
60,229,2024-06-09 17:30:36.442653+00:00,2024-06-09 17:30:36.442653+00:00
60,3,2024-06-09 17:30:36.554178+00:00,2024-06-09 17:30:36.554178+00:00
60,313,2024-06-09 17:30:36.665900+00:00,2024-06-09 17:30:36.665900+00:00
60,314,2024-06-09 17:30:36.777113+00:00,2024-06-09 17:30:36.777113+00:00
60,221,2024-06-09 17:30:36.888648+00:00,2024-06-09 17:30:36.888648+00:00
60,281,2024-06-09 17:30:37.011046+00:00,2024-06-09 17:30:37.011046+00:00
60,22,2024-06-09 17:30:37.131367+00:00,2024-06-09 17:30:37.131367+00:00
60,170,2024-06-09 17:30:37.256088+00:00,2024-06-09 17:30:37.256088+00:00
60,147,2024-06-09 17:30:37.369330+00:00,2024-06-09 17:30:37.369330+00:00
395,60,2024-06-09 17:30:37.483895+00:00,2024-06-09 17:30:37.483895+00:00
405,60,2024-06-09 17:30:37.591447+00:00,2024-06-09 17:30:37.591447+00:00
149,60,2024-06-09 17:30:37.698081+00:00,2024-06-09 17:30:37.698081+00:00
83,60,2024-06-09 17:30:37.812687+00:00,2024-06-09 17:30:37.812687+00:00
396,60,2024-06-09 17:30:37.922199+00:00,2024-06-09 17:30:37.922199+00:00
183,60,2024-06-09 17:30:38.034067+00:00,2024-06-09 17:30:38.034067+00:00
63,31,2024-06-09 17:30:38.141572+00:00,2024-06-09 17:30:38.141572+00:00
63,68,2024-06-09 17:30:38.255768+00:00,2024-06-09 17:30:38.255768+00:00
63,80,2024-06-09 17:30:38.368654+00:00,2024-06-09 17:30:38.368654+00:00
63,18,2024-06-09 17:30:38.487356+00:00,2024-06-09 17:30:38.487356+00:00
63,279,2024-06-09 17:30:38.590525+00:00,2024-06-09 17:30:38.590525+00:00
63,17,2024-06-09 17:30:38.693361+00:00,2024-06-09 17:30:38.693361+00:00
63,363,2024-06-09 17:30:38.802540+00:00,2024-06-09 17:30:38.802540+00:00
63,360,2024-06-09 17:30:38.914707+00:00,2024-06-09 17:30:38.914707+00:00
191,63,2024-06-09 17:30:39.030577+00:00,2024-06-09 17:30:39.030577+00:00
90,63,2024-06-09 17:30:39.139185+00:00,2024-06-09 17:30:39.139185+00:00
345,63,2024-06-09 17:30:39.238373+00:00,2024-06-09 17:30:39.238373+00:00
227,63,2024-06-09 17:30:39.346457+00:00,2024-06-09 17:30:39.346457+00:00
66,366,2024-06-09 17:30:39.453769+00:00,2024-06-09 17:30:39.453769+00:00
67,66,2024-06-09 17:30:39.567022+00:00,2024-06-09 17:30:39.567022+00:00
67,137,2024-06-09 17:30:39.676076+00:00,2024-06-09 17:30:39.676076+00:00
67,133,2024-06-09 17:30:39.786951+00:00,2024-06-09 17:30:39.786951+00:00
67,183,2024-06-09 17:30:39.904128+00:00,2024-06-09 17:30:39.904128+00:00
67,308,2024-06-09 17:30:40.006972+00:00,2024-06-09 17:30:40.006972+00:00
67,140,2024-06-09 17:30:40.114213+00:00,2024-06-09 17:30:40.114213+00:00
67,197,2024-06-09 17:30:40.222288+00:00,2024-06-09 17:30:40.222288+00:00
67,367,2024-06-09 17:30:40.335265+00:00,2024-06-09 17:30:40.335265+00:00
67,384,2024-06-09 17:30:40.442939+00:00,2024-06-09 17:30:40.442939+00:00
67,218,2024-06-09 17:30:40.550780+00:00,2024-06-09 17:30:40.550780+00:00
67,390,2024-06-09 17:30:40.654614+00:00,2024-06-09 17:30:40.654614+00:00
386,67,2024-06-09 17:30:40.767621+00:00,2024-06-09 17:30:40.767621+00:00
92,67,2024-06-09 17:30:40.880494+00:00,2024-06-09 17:30:40.880494+00:00
29,67,2024-06-09 17:30:40.990174+00:00,2024-06-09 17:30:40.990174+00:00
213,67,2024-06-09 17:30:41.103902+00:00,2024-06-09 17:30:41.103902+00:00
249,67,2024-06-09 17:30:41.213736+00:00,2024-06-09 17:30:41.213736+00:00
68,377,2024-06-09 17:30:41.327431+00:00,2024-06-09 17:30:41.327431+00:00
68,381,2024-06-09 17:30:41.438484+00:00,2024-06-09 17:30:41.438484+00:00
68,347,2024-06-09 17:30:41.550693+00:00,2024-06-09 17:30:41.550693+00:00
68,185,2024-06-09 17:30:41.664550+00:00,2024-06-09 17:30:41.664550+00:00
339,68,2024-06-09 17:30:41.777440+00:00,2024-06-09 17:30:41.777440+00:00
182,68,2024-06-09 17:30:41.890500+00:00,2024-06-09 17:30:41.890500+00:00
69,391,2024-06-09 17:30:42.000735+00:00,2024-06-09 17:30:42.000735+00:00
69,163,2024-06-09 17:30:42.112193+00:00,2024-06-09 17:30:42.112193+00:00
69,270,2024-06-09 17:30:42.219878+00:00,2024-06-09 17:30:42.219878+00:00
69,8,2024-06-09 17:30:42.333116+00:00,2024-06-09 17:30:42.333116+00:00
69,168,2024-06-09 17:30:42.445753+00:00,2024-06-09 17:30:42.445753+00:00
69,20,2024-06-09 17:30:42.557225+00:00,2024-06-09 17:30:42.557225+00:00
69,254,2024-06-09 17:30:42.671228+00:00,2024-06-09 17:30:42.671228+00:00
118,69,2024-06-09 17:30:42.785114+00:00,2024-06-09 17:30:42.785114+00:00
35,69,2024-06-09 17:30:42.923271+00:00,2024-06-09 17:30:42.923271+00:00
134,69,2024-06-09 17:30:43.051235+00:00,2024-06-09 17:30:43.051235+00:00
276,69,2024-06-09 17:30:43.164548+00:00,2024-06-09 17:30:43.164548+00:00
333,300,2024-06-09 17:30:43.281919+00:00,2024-06-09 17:30:43.281919+00:00
333,382,2024-06-09 17:30:43.398363+00:00,2024-06-09 17:30:43.398363+00:00
333,394,2024-06-09 17:30:43.507267+00:00,2024-06-09 17:30:43.507267+00:00
333,353,2024-06-09 17:30:43.619577+00:00,2024-06-09 17:30:43.619577+00:00
304,333,2024-06-09 17:30:43.731960+00:00,2024-06-09 17:30:43.731960+00:00
278,333,2024-06-09 17:30:43.845915+00:00,2024-06-09 17:30:43.845915+00:00
75,167,2024-06-09 17:30:43.960919+00:00,2024-06-09 17:30:43.960919+00:00
307,75,2024-06-09 17:30:44.073574+00:00,2024-06-09 17:30:44.073574+00:00
76,23,2024-06-09 17:30:44.194378+00:00,2024-06-09 17:30:44.194378+00:00
380,76,2024-06-09 17:30:44.310909+00:00,2024-06-09 17:30:44.310909+00:00
79,402,2024-06-09 17:30:44.440642+00:00,2024-06-09 17:30:44.440642+00:00
79,218,2024-06-09 17:30:44.555571+00:00,2024-06-09 17:30:44.555571+00:00
79,382,2024-06-09 17:30:44.669486+00:00,2024-06-09 17:30:44.669486+00:00
54,79,2024-06-09 17:30:44.781931+00:00,2024-06-09 17:30:44.781931+00:00
369,79,2024-06-09 17:30:44.890748+00:00,2024-06-09 17:30:44.890748+00:00
80,342,2024-06-09 17:30:45.013515+00:00,2024-06-09 17:30:45.013515+00:00
351,80,2024-06-09 17:30:45.127723+00:00,2024-06-09 17:30:45.127723+00:00
82,46,2024-06-09 17:30:45.235576+00:00,2024-06-09 17:30:45.235576+00:00
82,370,2024-06-09 17:30:45.344166+00:00,2024-06-09 17:30:45.344166+00:00
68,82,2024-06-09 17:30:45.453451+00:00,2024-06-09 17:30:45.453451+00:00
334,75,2024-06-09 17:30:45.559434+00:00,2024-06-09 17:30:45.559434+00:00
371,334,2024-06-09 17:30:45.669387+00:00,2024-06-09 17:30:45.669387+00:00
335,369,2024-06-09 17:30:45.794273+00:00,2024-06-09 17:30:45.794273+00:00
335,133,2024-06-09 17:30:45.905993+00:00,2024-06-09 17:30:45.905993+00:00
335,264,2024-06-09 17:30:46.017530+00:00,2024-06-09 17:30:46.017530+00:00
335,399,2024-06-09 17:30:46.132234+00:00,2024-06-09 17:30:46.132234+00:00
335,182,2024-06-09 17:30:46.243286+00:00,2024-06-09 17:30:46.243286+00:00
335,99,2024-06-09 17:30:46.359082+00:00,2024-06-09 17:30:46.359082+00:00
335,12,2024-06-09 17:30:46.466581+00:00,2024-06-09 17:30:46.466581+00:00
335,320,2024-06-09 17:30:46.575777+00:00,2024-06-09 17:30:46.575777+00:00
34,335,2024-06-09 17:30:46.685381+00:00,2024-06-09 17:30:46.685381+00:00
328,335,2024-06-09 17:30:46.800566+00:00,2024-06-09 17:30:46.800566+00:00
352,335,2024-06-09 17:30:46.921258+00:00,2024-06-09 17:30:46.921258+00:00
323,335,2024-06-09 17:30:47.038287+00:00,2024-06-09 17:30:47.038287+00:00
83,282,2024-06-09 17:30:47.150003+00:00,2024-06-09 17:30:47.150003+00:00
344,83,2024-06-09 17:30:47.259171+00:00,2024-06-09 17:30:47.259171+00:00
84,301,2024-06-09 17:30:47.375572+00:00,2024-06-09 17:30:47.375572+00:00
34,84,2024-06-09 17:30:47.480211+00:00,2024-06-09 17:30:47.480211+00:00
336,245,2024-06-09 17:30:47.590795+00:00,2024-06-09 17:30:47.590795+00:00
336,350,2024-06-09 17:30:47.698901+00:00,2024-06-09 17:30:47.698901+00:00
336,229,2024-06-09 17:30:47.820643+00:00,2024-06-09 17:30:47.820643+00:00
336,85,2024-06-09 17:30:47.927445+00:00,2024-06-09 17:30:47.927445+00:00
336,158,2024-06-09 17:30:48.029765+00:00,2024-06-09 17:30:48.029765+00:00
336,401,2024-06-09 17:30:48.139654+00:00,2024-06-09 17:30:48.139654+00:00
336,270,2024-06-09 17:30:48.248757+00:00,2024-06-09 17:30:48.248757+00:00
328,336,2024-06-09 17:30:48.358645+00:00,2024-06-09 17:30:48.358645+00:00
153,336,2024-06-09 17:30:48.466769+00:00,2024-06-09 17:30:48.466769+00:00
295,336,2024-06-09 17:30:48.589019+00:00,2024-06-09 17:30:48.589019+00:00
338,336,2024-06-09 17:30:48.696220+00:00,2024-06-09 17:30:48.696220+00:00
337,251,2024-06-09 17:30:48.803923+00:00,2024-06-09 17:30:48.803923+00:00
337,368,2024-06-09 17:30:48.917501+00:00,2024-06-09 17:30:48.917501+00:00
337,299,2024-06-09 17:30:49.026525+00:00,2024-06-09 17:30:49.026525+00:00
337,296,2024-06-09 17:30:49.158232+00:00,2024-06-09 17:30:49.158232+00:00
337,18,2024-06-09 17:30:49.266726+00:00,2024-06-09 17:30:49.266726+00:00
337,373,2024-06-09 17:30:49.376150+00:00,2024-06-09 17:30:49.376150+00:00
337,256,2024-06-09 17:30:49.479011+00:00,2024-06-09 17:30:49.479011+00:00
337,364,2024-06-09 17:30:49.585850+00:00,2024-06-09 17:30:49.585850+00:00
20,337,2024-06-09 17:30:49.693478+00:00,2024-06-09 17:30:49.693478+00:00
129,337,2024-06-09 17:30:49.806929+00:00,2024-06-09 17:30:49.806929+00:00
350,337,2024-06-09 17:30:49.915587+00:00,2024-06-09 17:30:49.915587+00:00
374,337,2024-06-09 17:30:50.032489+00:00,2024-06-09 17:30:50.032489+00:00
85,321,2024-06-09 17:30:50.149092+00:00,2024-06-09 17:30:50.149092+00:00
106,85,2024-06-09 17:30:50.260329+00:00,2024-06-09 17:30:50.260329+00:00
86,225,2024-06-09 17:30:50.372121+00:00,2024-06-09 17:30:50.372121+00:00
86,268,2024-06-09 17:30:50.485780+00:00,2024-06-09 17:30:50.485780+00:00
86,164,2024-06-09 17:30:50.594010+00:00,2024-06-09 17:30:50.594010+00:00
190,86,2024-06-09 17:30:50.700993+00:00,2024-06-09 17:30:50.700993+00:00
337,86,2024-06-09 17:30:50.814294+00:00,2024-06-09 17:30:50.814294+00:00
87,246,2024-06-09 17:30:50.938001+00:00,2024-06-09 17:30:50.938001+00:00
317,87,2024-06-09 17:30:51.038730+00:00,2024-06-09 17:30:51.038730+00:00
338,227,2024-06-09 17:30:51.147251+00:00,2024-06-09 17:30:51.147251+00:00
338,311,2024-06-09 17:30:51.257869+00:00,2024-06-09 17:30:51.257869+00:00
338,388,2024-06-09 17:30:51.366249+00:00,2024-06-09 17:30:51.366249+00:00
338,310,2024-06-09 17:30:51.474627+00:00,2024-06-09 17:30:51.474627+00:00
338,176,2024-06-09 17:30:51.585456+00:00,2024-06-09 17:30:51.585456+00:00
338,63,2024-06-09 17:30:51.693530+00:00,2024-06-09 17:30:51.693530+00:00
338,39,2024-06-09 17:30:51.802928+00:00,2024-06-09 17:30:51.802928+00:00
338,82,2024-06-09 17:30:51.909935+00:00,2024-06-09 17:30:51.909935+00:00
338,105,2024-06-09 17:30:52.022059+00:00,2024-06-09 17:30:52.022059+00:00
338,140,2024-06-09 17:30:52.130841+00:00,2024-06-09 17:30:52.130841+00:00
137,338,2024-06-09 17:30:52.238726+00:00,2024-06-09 17:30:52.238726+00:00
313,338,2024-06-09 17:30:52.345788+00:00,2024-06-09 17:30:52.345788+00:00
164,338,2024-06-09 17:30:52.460197+00:00,2024-06-09 17:30:52.460197+00:00
191,338,2024-06-09 17:30:52.571816+00:00,2024-06-09 17:30:52.571816+00:00
223,338,2024-06-09 17:30:52.689887+00:00,2024-06-09 17:30:52.689887+00:00
88,300,2024-06-09 17:30:52.803796+00:00,2024-06-09 17:30:52.803796+00:00
183,88,2024-06-09 17:30:52.914356+00:00,2024-06-09 17:30:52.914356+00:00
339,378,2024-06-09 17:30:53.026480+00:00,2024-06-09 17:30:53.026480+00:00
339,225,2024-06-09 17:30:53.133130+00:00,2024-06-09 17:30:53.133130+00:00
339,226,2024-06-09 17:30:53.245632+00:00,2024-06-09 17:30:53.245632+00:00
339,92,2024-06-09 17:30:53.362028+00:00,2024-06-09 17:30:53.362028+00:00
204,339,2024-06-09 17:30:53.483988+00:00,2024-06-09 17:30:53.483988+00:00
176,339,2024-06-09 17:30:53.592089+00:00,2024-06-09 17:30:53.592089+00:00
90,293,2024-06-09 17:30:53.699092+00:00,2024-06-09 17:30:53.699092+00:00
90,106,2024-06-09 17:30:53.808422+00:00,2024-06-09 17:30:53.808422+00:00
90,404,2024-06-09 17:30:53.918404+00:00,2024-06-09 17:30:53.918404+00:00
396,90,2024-06-09 17:30:54.027455+00:00,2024-06-09 17:30:54.027455+00:00
338,90,2024-06-09 17:30:54.136236+00:00,2024-06-09 17:30:54.136236+00:00
91,218,2024-06-09 17:30:54.247497+00:00,2024-06-09 17:30:54.247497+00:00
39,91,2024-06-09 17:30:54.372307+00:00,2024-06-09 17:30:54.372307+00:00
92,259,2024-06-09 17:30:54.484637+00:00,2024-06-09 17:30:54.484637+00:00
69,92,2024-06-09 17:30:54.595448+00:00,2024-06-09 17:30:54.595448+00:00
93,246,2024-06-09 17:30:54.698505+00:00,2024-06-09 17:30:54.698505+00:00
93,121,2024-06-09 17:30:54.807811+00:00,2024-06-09 17:30:54.807811+00:00
93,342,2024-06-09 17:30:54.922671+00:00,2024-06-09 17:30:54.922671+00:00
93,226,2024-06-09 17:30:55.028711+00:00,2024-06-09 17:30:55.028711+00:00
93,92,2024-06-09 17:30:55.143058+00:00,2024-06-09 17:30:55.143058+00:00
93,326,2024-06-09 17:30:55.254611+00:00,2024-06-09 17:30:55.254611+00:00
245,93,2024-06-09 17:30:55.372532+00:00,2024-06-09 17:30:55.372532+00:00
75,93,2024-06-09 17:30:55.490262+00:00,2024-06-09 17:30:55.490262+00:00
400,93,2024-06-09 17:30:55.607240+00:00,2024-06-09 17:30:55.607240+00:00
94,395,2024-06-09 17:30:55.716287+00:00,2024-06-09 17:30:55.716287+00:00
94,167,2024-06-09 17:30:55.827474+00:00,2024-06-09 17:30:55.827474+00:00
399,94,2024-06-09 17:30:55.954461+00:00,2024-06-09 17:30:55.954461+00:00
340,79,2024-06-09 17:30:56.069813+00:00,2024-06-09 17:30:56.069813+00:00
190,340,2024-06-09 17:30:56.182545+00:00,2024-06-09 17:30:56.182545+00:00
95,240,2024-06-09 17:30:56.294152+00:00,2024-06-09 17:30:56.294152+00:00
95,368,2024-06-09 17:30:56.404255+00:00,2024-06-09 17:30:56.404255+00:00
321,95,2024-06-09 17:30:56.515513+00:00,2024-06-09 17:30:56.515513+00:00
341,311,2024-06-09 17:30:56.631249+00:00,2024-06-09 17:30:56.631249+00:00
341,92,2024-06-09 17:30:56.738024+00:00,2024-06-09 17:30:56.738024+00:00
341,281,2024-06-09 17:30:56.853443+00:00,2024-06-09 17:30:56.853443+00:00
341,198,2024-06-09 17:30:56.967613+00:00,2024-06-09 17:30:56.967613+00:00
341,339,2024-06-09 17:30:57.080963+00:00,2024-06-09 17:30:57.080963+00:00
45,341,2024-06-09 17:30:57.191046+00:00,2024-06-09 17:30:57.191046+00:00
368,341,2024-06-09 17:30:57.299237+00:00,2024-06-09 17:30:57.299237+00:00
342,15,2024-06-09 17:30:57.412162+00:00,2024-06-09 17:30:57.412162+00:00
342,17,2024-06-09 17:30:57.524116+00:00,2024-06-09 17:30:57.524116+00:00
342,83,2024-06-09 17:30:57.635775+00:00,2024-06-09 17:30:57.635775+00:00
342,262,2024-06-09 17:30:57.746511+00:00,2024-06-09 17:30:57.746511+00:00
342,92,2024-06-09 17:30:57.856858+00:00,2024-06-09 17:30:57.856858+00:00
39,342,2024-06-09 17:30:57.964606+00:00,2024-06-09 17:30:57.964606+00:00
347,342,2024-06-09 17:30:58.076454+00:00,2024-06-09 17:30:58.076454+00:00
357,342,2024-06-09 17:30:58.179808+00:00,2024-06-09 17:30:58.179808+00:00
