ObserverId,ObservingId,createdAt,updatedAt
117,1,2024-06-09 18:13:40.842120+00:00,2024-06-09 18:13:40.842120+00:00
118,1,2024-06-09 18:13:40.976481+00:00,2024-06-09 18:13:40.976481+00:00
121,1,2024-06-09 18:13:41.115894+00:00,2024-06-09 18:13:41.115894+00:00
122,1,2024-06-09 18:13:41.251335+00:00,2024-06-09 18:13:41.251335+00:00
124,1,2024-06-09 18:13:41.385810+00:00,2024-06-09 18:13:41.385810+00:00
126,1,2024-06-09 18:13:41.525858+00:00,2024-06-09 18:13:41.525858+00:00
127,1,2024-06-09 18:13:41.674231+00:00,2024-06-09 18:13:41.674231+00:00
129,1,2024-06-09 18:13:41.825852+00:00,2024-06-09 18:13:41.825852+00:00
133,1,2024-06-09 18:13:41.984810+00:00,2024-06-09 18:13:41.984810+00:00
134,1,2024-06-09 18:13:42.153798+00:00,2024-06-09 18:13:42.153798+00:00
135,1,2024-06-09 18:13:42.316997+00:00,2024-06-09 18:13:42.316997+00:00
136,1,2024-06-09 18:13:42.487533+00:00,2024-06-09 18:13:42.487533+00:00
137,1,2024-06-09 18:13:42.672404+00:00,2024-06-09 18:13:42.672404+00:00
140,1,2024-06-09 18:13:42.815250+00:00,2024-06-09 18:13:42.815250+00:00
142,1,2024-06-09 18:13:42.953318+00:00,2024-06-09 18:13:42.953318+00:00
144,1,2024-06-09 18:13:43.088887+00:00,2024-06-09 18:13:43.088887+00:00
147,1,2024-06-09 18:13:43.231292+00:00,2024-06-09 18:13:43.231292+00:00
148,1,2024-06-09 18:13:43.383289+00:00,2024-06-09 18:13:43.383289+00:00
149,1,2024-06-09 18:13:43.538100+00:00,2024-06-09 18:13:43.538100+00:00
150,1,2024-06-09 18:13:43.701173+00:00,2024-06-09 18:13:43.701173+00:00
152,1,2024-06-09 18:13:43.851260+00:00,2024-06-09 18:13:43.851260+00:00
153,1,2024-06-09 18:13:44.009857+00:00,2024-06-09 18:13:44.009857+00:00
154,1,2024-06-09 18:13:44.175446+00:00,2024-06-09 18:13:44.175446+00:00
156,1,2024-06-09 18:13:44.328900+00:00,2024-06-09 18:13:44.328900+00:00
157,1,2024-06-09 18:13:44.492600+00:00,2024-06-09 18:13:44.492600+00:00
158,1,2024-06-09 18:13:44.619726+00:00,2024-06-09 18:13:44.619726+00:00
159,1,2024-06-09 18:13:44.731375+00:00,2024-06-09 18:13:44.731375+00:00
163,1,2024-06-09 18:13:44.843188+00:00,2024-06-09 18:13:44.843188+00:00
164,1,2024-06-09 18:13:44.950048+00:00,2024-06-09 18:13:44.950048+00:00
165,1,2024-06-09 18:13:45.058258+00:00,2024-06-09 18:13:45.058258+00:00
167,1,2024-06-09 18:13:45.175537+00:00,2024-06-09 18:13:45.175537+00:00
168,1,2024-06-09 18:13:45.297363+00:00,2024-06-09 18:13:45.297363+00:00
170,1,2024-06-09 18:13:45.405303+00:00,2024-06-09 18:13:45.405303+00:00
171,1,2024-06-09 18:13:45.512676+00:00,2024-06-09 18:13:45.512676+00:00
176,1,2024-06-09 18:13:45.622135+00:00,2024-06-09 18:13:45.622135+00:00
177,1,2024-06-09 18:13:45.727598+00:00,2024-06-09 18:13:45.727598+00:00
178,1,2024-06-09 18:13:45.831106+00:00,2024-06-09 18:13:45.831106+00:00
180,1,2024-06-09 18:13:45.944691+00:00,2024-06-09 18:13:45.944691+00:00
181,1,2024-06-09 18:13:46.054474+00:00,2024-06-09 18:13:46.054474+00:00
182,1,2024-06-09 18:13:46.161654+00:00,2024-06-09 18:13:46.161654+00:00
183,1,2024-06-09 18:13:46.273913+00:00,2024-06-09 18:13:46.273913+00:00
184,1,2024-06-09 18:13:46.390298+00:00,2024-06-09 18:13:46.390298+00:00
185,1,2024-06-09 18:13:46.502347+00:00,2024-06-09 18:13:46.502347+00:00
186,1,2024-06-09 18:13:46.612646+00:00,2024-06-09 18:13:46.612646+00:00
189,1,2024-06-09 18:13:46.723134+00:00,2024-06-09 18:13:46.723134+00:00
190,1,2024-06-09 18:13:46.825327+00:00,2024-06-09 18:13:46.825327+00:00
191,1,2024-06-09 18:13:46.936458+00:00,2024-06-09 18:13:46.936458+00:00
193,1,2024-06-09 18:13:47.048793+00:00,2024-06-09 18:13:47.048793+00:00
197,1,2024-06-09 18:13:47.157445+00:00,2024-06-09 18:13:47.157445+00:00
198,1,2024-06-09 18:13:47.265818+00:00,2024-06-09 18:13:47.265818+00:00
200,1,2024-06-09 18:13:47.375248+00:00,2024-06-09 18:13:47.375248+00:00
202,1,2024-06-09 18:13:47.484819+00:00,2024-06-09 18:13:47.484819+00:00
203,1,2024-06-09 18:13:47.595569+00:00,2024-06-09 18:13:47.595569+00:00
204,1,2024-06-09 18:13:47.705758+00:00,2024-06-09 18:13:47.705758+00:00
205,1,2024-06-09 18:13:47.813998+00:00,2024-06-09 18:13:47.813998+00:00
209,1,2024-06-09 18:13:47.922076+00:00,2024-06-09 18:13:47.922076+00:00
210,1,2024-06-09 18:13:48.039967+00:00,2024-06-09 18:13:48.039967+00:00
212,1,2024-06-09 18:13:48.145301+00:00,2024-06-09 18:13:48.145301+00:00
213,1,2024-06-09 18:13:48.252130+00:00,2024-06-09 18:13:48.252130+00:00
214,1,2024-06-09 18:13:48.362046+00:00,2024-06-09 18:13:48.362046+00:00
215,1,2024-06-09 18:13:48.469096+00:00,2024-06-09 18:13:48.469096+00:00
217,1,2024-06-09 18:13:48.586532+00:00,2024-06-09 18:13:48.586532+00:00
218,1,2024-06-09 18:13:48.689698+00:00,2024-06-09 18:13:48.689698+00:00
220,1,2024-06-09 18:13:48.805721+00:00,2024-06-09 18:13:48.805721+00:00
221,1,2024-06-09 18:13:48.913343+00:00,2024-06-09 18:13:48.913343+00:00
223,1,2024-06-09 18:13:49.023186+00:00,2024-06-09 18:13:49.023186+00:00
224,1,2024-06-09 18:13:49.135144+00:00,2024-06-09 18:13:49.135144+00:00
225,1,2024-06-09 18:13:49.242378+00:00,2024-06-09 18:13:49.242378+00:00
226,1,2024-06-09 18:13:49.349823+00:00,2024-06-09 18:13:49.349823+00:00
227,1,2024-06-09 18:13:49.457087+00:00,2024-06-09 18:13:49.457087+00:00
229,1,2024-06-09 18:13:49.568249+00:00,2024-06-09 18:13:49.568249+00:00
231,1,2024-06-09 18:13:49.679020+00:00,2024-06-09 18:13:49.679020+00:00
232,1,2024-06-09 18:13:49.786563+00:00,2024-06-09 18:13:49.786563+00:00
234,1,2024-06-09 18:13:49.893355+00:00,2024-06-09 18:13:49.893355+00:00
235,1,2024-06-09 18:13:50.001779+00:00,2024-06-09 18:13:50.001779+00:00
236,1,2024-06-09 18:13:50.105512+00:00,2024-06-09 18:13:50.105512+00:00
237,1,2024-06-09 18:13:50.212148+00:00,2024-06-09 18:13:50.212148+00:00
238,1,2024-06-09 18:13:50.323348+00:00,2024-06-09 18:13:50.323348+00:00
239,1,2024-06-09 18:13:50.429437+00:00,2024-06-09 18:13:50.429437+00:00
240,1,2024-06-09 18:13:50.536419+00:00,2024-06-09 18:13:50.536419+00:00
241,1,2024-06-09 18:13:50.645403+00:00,2024-06-09 18:13:50.645403+00:00
242,1,2024-06-09 18:13:50.746205+00:00,2024-06-09 18:13:50.746205+00:00
243,1,2024-06-09 18:13:50.856431+00:00,2024-06-09 18:13:50.856431+00:00
244,1,2024-06-09 18:13:50.963453+00:00,2024-06-09 18:13:50.963453+00:00
245,1,2024-06-09 18:13:51.082491+00:00,2024-06-09 18:13:51.082491+00:00
246,1,2024-06-09 18:13:51.188560+00:00,2024-06-09 18:13:51.188560+00:00
247,1,2024-06-09 18:13:51.295268+00:00,2024-06-09 18:13:51.295268+00:00
248,1,2024-06-09 18:13:51.407504+00:00,2024-06-09 18:13:51.407504+00:00
249,1,2024-06-09 18:13:51.516331+00:00,2024-06-09 18:13:51.516331+00:00
250,1,2024-06-09 18:13:51.631414+00:00,2024-06-09 18:13:51.631414+00:00
251,1,2024-06-09 18:13:51.739349+00:00,2024-06-09 18:13:51.739349+00:00
252,1,2024-06-09 18:13:51.847989+00:00,2024-06-09 18:13:51.847989+00:00
253,1,2024-06-09 18:13:51.954503+00:00,2024-06-09 18:13:51.954503+00:00
254,1,2024-06-09 18:13:52.066690+00:00,2024-06-09 18:13:52.066690+00:00
255,1,2024-06-09 18:13:52.176867+00:00,2024-06-09 18:13:52.176867+00:00
256,1,2024-06-09 18:13:52.280002+00:00,2024-06-09 18:13:52.280002+00:00
257,1,2024-06-09 18:13:52.390324+00:00,2024-06-09 18:13:52.390324+00:00
258,1,2024-06-09 18:13:52.499324+00:00,2024-06-09 18:13:52.499324+00:00
259,1,2024-06-09 18:13:52.612826+00:00,2024-06-09 18:13:52.612826+00:00
260,1,2024-06-09 18:13:52.721846+00:00,2024-06-09 18:13:52.721846+00:00
261,1,2024-06-09 18:13:52.830127+00:00,2024-06-09 18:13:52.830127+00:00
262,1,2024-06-09 18:13:52.940183+00:00,2024-06-09 18:13:52.940183+00:00
263,1,2024-06-09 18:13:53.049608+00:00,2024-06-09 18:13:53.049608+00:00
264,1,2024-06-09 18:13:53.161857+00:00,2024-06-09 18:13:53.161857+00:00
265,1,2024-06-09 18:13:53.288750+00:00,2024-06-09 18:13:53.288750+00:00
266,1,2024-06-09 18:13:53.395904+00:00,2024-06-09 18:13:53.395904+00:00
267,1,2024-06-09 18:13:53.508183+00:00,2024-06-09 18:13:53.508183+00:00
268,1,2024-06-09 18:13:53.615833+00:00,2024-06-09 18:13:53.615833+00:00
269,1,2024-06-09 18:13:53.724136+00:00,2024-06-09 18:13:53.724136+00:00
270,1,2024-06-09 18:13:53.835757+00:00,2024-06-09 18:13:53.835757+00:00
271,1,2024-06-09 18:13:53.944565+00:00,2024-06-09 18:13:53.944565+00:00
272,1,2024-06-09 18:13:54.051452+00:00,2024-06-09 18:13:54.051452+00:00
273,1,2024-06-09 18:13:54.159364+00:00,2024-06-09 18:13:54.159364+00:00
274,1,2024-06-09 18:13:54.272080+00:00,2024-06-09 18:13:54.272080+00:00
275,1,2024-06-09 18:13:54.381195+00:00,2024-06-09 18:13:54.381195+00:00
276,1,2024-06-09 18:13:54.484000+00:00,2024-06-09 18:13:54.484000+00:00
277,1,2024-06-09 18:13:54.592750+00:00,2024-06-09 18:13:54.592750+00:00
278,1,2024-06-09 18:13:54.709074+00:00,2024-06-09 18:13:54.709074+00:00
279,1,2024-06-09 18:13:54.811261+00:00,2024-06-09 18:13:54.811261+00:00
280,1,2024-06-09 18:13:54.920055+00:00,2024-06-09 18:13:54.920055+00:00
281,1,2024-06-09 18:13:55.032425+00:00,2024-06-09 18:13:55.032425+00:00
282,1,2024-06-09 18:13:55.138437+00:00,2024-06-09 18:13:55.138437+00:00
283,1,2024-06-09 18:13:55.246502+00:00,2024-06-09 18:13:55.246502+00:00
284,1,2024-06-09 18:13:55.354486+00:00,2024-06-09 18:13:55.354486+00:00
285,1,2024-06-09 18:13:55.463140+00:00,2024-06-09 18:13:55.463140+00:00
286,1,2024-06-09 18:13:55.572769+00:00,2024-06-09 18:13:55.572769+00:00
287,1,2024-06-09 18:13:55.682279+00:00,2024-06-09 18:13:55.682279+00:00
288,1,2024-06-09 18:13:55.785653+00:00,2024-06-09 18:13:55.785653+00:00
289,1,2024-06-09 18:13:55.900165+00:00,2024-06-09 18:13:55.900165+00:00
290,1,2024-06-09 18:13:56.015618+00:00,2024-06-09 18:13:56.015618+00:00
291,1,2024-06-09 18:13:56.126696+00:00,2024-06-09 18:13:56.126696+00:00
292,1,2024-06-09 18:13:56.239182+00:00,2024-06-09 18:13:56.239182+00:00
293,1,2024-06-09 18:13:56.356658+00:00,2024-06-09 18:13:56.356658+00:00
294,1,2024-06-09 18:13:56.469666+00:00,2024-06-09 18:13:56.469666+00:00
295,1,2024-06-09 18:13:56.572523+00:00,2024-06-09 18:13:56.572523+00:00
296,1,2024-06-09 18:13:56.675930+00:00,2024-06-09 18:13:56.675930+00:00
297,1,2024-06-09 18:13:56.784001+00:00,2024-06-09 18:13:56.784001+00:00
298,1,2024-06-09 18:13:56.891423+00:00,2024-06-09 18:13:56.891423+00:00
299,1,2024-06-09 18:13:56.999811+00:00,2024-06-09 18:13:56.999811+00:00
300,1,2024-06-09 18:13:57.104197+00:00,2024-06-09 18:13:57.104197+00:00
301,1,2024-06-09 18:13:57.211781+00:00,2024-06-09 18:13:57.211781+00:00
302,1,2024-06-09 18:13:57.327467+00:00,2024-06-09 18:13:57.327467+00:00
303,1,2024-06-09 18:13:57.437675+00:00,2024-06-09 18:13:57.437675+00:00
304,1,2024-06-09 18:13:57.547864+00:00,2024-06-09 18:13:57.547864+00:00
305,1,2024-06-09 18:13:57.651607+00:00,2024-06-09 18:13:57.651607+00:00
306,1,2024-06-09 18:13:57.762060+00:00,2024-06-09 18:13:57.762060+00:00
307,1,2024-06-09 18:13:57.870233+00:00,2024-06-09 18:13:57.870233+00:00
308,1,2024-06-09 18:13:57.976149+00:00,2024-06-09 18:13:57.976149+00:00
309,1,2024-06-09 18:13:58.085900+00:00,2024-06-09 18:13:58.085900+00:00
310,1,2024-06-09 18:13:58.196177+00:00,2024-06-09 18:13:58.196177+00:00
311,1,2024-06-09 18:13:58.309408+00:00,2024-06-09 18:13:58.309408+00:00
312,1,2024-06-09 18:13:58.412694+00:00,2024-06-09 18:13:58.412694+00:00
313,1,2024-06-09 18:13:58.522255+00:00,2024-06-09 18:13:58.522255+00:00
314,1,2024-06-09 18:13:58.633701+00:00,2024-06-09 18:13:58.633701+00:00
315,1,2024-06-09 18:13:58.745019+00:00,2024-06-09 18:13:58.745019+00:00
316,1,2024-06-09 18:13:58.858744+00:00,2024-06-09 18:13:58.858744+00:00
317,1,2024-06-09 18:13:58.971166+00:00,2024-06-09 18:13:58.971166+00:00
318,1,2024-06-09 18:13:59.078922+00:00,2024-06-09 18:13:59.078922+00:00
319,1,2024-06-09 18:13:59.185799+00:00,2024-06-09 18:13:59.185799+00:00
320,1,2024-06-09 18:13:59.296400+00:00,2024-06-09 18:13:59.296400+00:00
321,1,2024-06-09 18:13:59.407270+00:00,2024-06-09 18:13:59.407270+00:00
322,1,2024-06-09 18:13:59.505772+00:00,2024-06-09 18:13:59.505772+00:00
323,1,2024-06-09 18:13:59.617505+00:00,2024-06-09 18:13:59.617505+00:00
324,1,2024-06-09 18:13:59.727772+00:00,2024-06-09 18:13:59.727772+00:00
325,1,2024-06-09 18:13:59.840188+00:00,2024-06-09 18:13:59.840188+00:00
326,1,2024-06-09 18:13:59.949059+00:00,2024-06-09 18:13:59.949059+00:00
327,1,2024-06-09 18:14:00.056225+00:00,2024-06-09 18:14:00.056225+00:00
328,1,2024-06-09 18:14:00.163978+00:00,2024-06-09 18:14:00.163978+00:00
329,1,2024-06-09 18:14:00.271491+00:00,2024-06-09 18:14:00.271491+00:00
330,1,2024-06-09 18:14:00.379862+00:00,2024-06-09 18:14:00.379862+00:00
331,1,2024-06-09 18:14:00.484365+00:00,2024-06-09 18:14:00.484365+00:00
332,1,2024-06-09 18:14:00.590924+00:00,2024-06-09 18:14:00.590924+00:00
333,1,2024-06-09 18:14:00.693432+00:00,2024-06-09 18:14:00.693432+00:00
334,1,2024-06-09 18:14:00.802434+00:00,2024-06-09 18:14:00.802434+00:00
335,1,2024-06-09 18:14:00.932015+00:00,2024-06-09 18:14:00.932015+00:00
336,1,2024-06-09 18:14:01.041973+00:00,2024-06-09 18:14:01.041973+00:00
337,1,2024-06-09 18:14:01.161840+00:00,2024-06-09 18:14:01.161840+00:00
338,1,2024-06-09 18:14:01.272648+00:00,2024-06-09 18:14:01.272648+00:00
339,1,2024-06-09 18:14:01.381629+00:00,2024-06-09 18:14:01.381629+00:00
340,1,2024-06-09 18:14:01.488963+00:00,2024-06-09 18:14:01.488963+00:00
341,1,2024-06-09 18:14:01.597812+00:00,2024-06-09 18:14:01.597812+00:00
342,1,2024-06-09 18:14:01.708348+00:00,2024-06-09 18:14:01.708348+00:00
343,1,2024-06-09 18:14:01.815766+00:00,2024-06-09 18:14:01.815766+00:00
344,1,2024-06-09 18:14:01.927054+00:00,2024-06-09 18:14:01.927054+00:00
345,1,2024-06-09 18:14:02.034774+00:00,2024-06-09 18:14:02.034774+00:00
346,1,2024-06-09 18:14:02.143648+00:00,2024-06-09 18:14:02.143648+00:00
347,1,2024-06-09 18:14:02.365703+00:00,2024-06-09 18:14:02.365703+00:00
348,1,2024-06-09 18:14:02.705199+00:00,2024-06-09 18:14:02.705199+00:00
349,1,2024-06-09 18:14:02.935612+00:00,2024-06-09 18:14:02.935612+00:00
350,1,2024-06-09 18:14:03.144899+00:00,2024-06-09 18:14:03.144899+00:00
351,1,2024-06-09 18:14:03.391974+00:00,2024-06-09 18:14:03.391974+00:00
352,1,2024-06-09 18:14:03.727216+00:00,2024-06-09 18:14:03.727216+00:00
353,1,2024-06-09 18:14:03.921940+00:00,2024-06-09 18:14:03.921940+00:00
354,1,2024-06-09 18:14:04.126198+00:00,2024-06-09 18:14:04.126198+00:00
355,1,2024-06-09 18:14:04.333332+00:00,2024-06-09 18:14:04.333332+00:00
356,1,2024-06-09 18:14:04.536377+00:00,2024-06-09 18:14:04.536377+00:00
357,1,2024-06-09 18:14:04.741536+00:00,2024-06-09 18:14:04.741536+00:00
358,1,2024-06-09 18:14:04.981371+00:00,2024-06-09 18:14:04.981371+00:00
359,1,2024-06-09 18:14:05.194694+00:00,2024-06-09 18:14:05.194694+00:00
360,1,2024-06-09 18:14:05.395332+00:00,2024-06-09 18:14:05.395332+00:00
361,1,2024-06-09 18:14:05.597952+00:00,2024-06-09 18:14:05.597952+00:00
362,1,2024-06-09 18:14:05.833637+00:00,2024-06-09 18:14:05.833637+00:00
363,1,2024-06-09 18:14:05.980408+00:00,2024-06-09 18:14:05.980408+00:00
364,1,2024-06-09 18:14:06.137411+00:00,2024-06-09 18:14:06.137411+00:00
365,1,2024-06-09 18:14:06.244198+00:00,2024-06-09 18:14:06.244198+00:00
366,1,2024-06-09 18:14:06.380071+00:00,2024-06-09 18:14:06.380071+00:00
367,1,2024-06-09 18:14:06.493055+00:00,2024-06-09 18:14:06.493055+00:00
368,1,2024-06-09 18:14:06.616783+00:00,2024-06-09 18:14:06.616783+00:00
369,1,2024-06-09 18:14:06.751650+00:00,2024-06-09 18:14:06.751650+00:00
370,1,2024-06-09 18:14:06.860161+00:00,2024-06-09 18:14:06.860161+00:00
371,1,2024-06-09 18:14:06.995926+00:00,2024-06-09 18:14:06.995926+00:00
372,1,2024-06-09 18:14:07.162786+00:00,2024-06-09 18:14:07.162786+00:00
373,1,2024-06-09 18:14:07.278964+00:00,2024-06-09 18:14:07.278964+00:00
374,1,2024-06-09 18:14:07.398940+00:00,2024-06-09 18:14:07.398940+00:00
375,1,2024-06-09 18:14:07.519307+00:00,2024-06-09 18:14:07.519307+00:00
376,1,2024-06-09 18:14:07.629507+00:00,2024-06-09 18:14:07.629507+00:00
377,1,2024-06-09 18:14:07.746862+00:00,2024-06-09 18:14:07.746862+00:00
378,1,2024-06-09 18:14:07.857666+00:00,2024-06-09 18:14:07.857666+00:00
379,1,2024-06-09 18:14:07.968871+00:00,2024-06-09 18:14:07.968871+00:00
380,1,2024-06-09 18:14:08.072653+00:00,2024-06-09 18:14:08.072653+00:00
381,1,2024-06-09 18:14:08.179589+00:00,2024-06-09 18:14:08.179589+00:00
382,1,2024-06-09 18:14:08.288048+00:00,2024-06-09 18:14:08.288048+00:00
383,1,2024-06-09 18:14:08.395331+00:00,2024-06-09 18:14:08.395331+00:00
384,1,2024-06-09 18:14:08.508068+00:00,2024-06-09 18:14:08.508068+00:00
385,1,2024-06-09 18:14:08.611125+00:00,2024-06-09 18:14:08.611125+00:00
386,1,2024-06-09 18:14:08.723009+00:00,2024-06-09 18:14:08.723009+00:00
387,1,2024-06-09 18:14:08.827261+00:00,2024-06-09 18:14:08.827261+00:00
388,1,2024-06-09 18:14:08.935283+00:00,2024-06-09 18:14:08.935283+00:00
389,1,2024-06-09 18:14:09.042491+00:00,2024-06-09 18:14:09.042491+00:00
390,1,2024-06-09 18:14:09.150320+00:00,2024-06-09 18:14:09.150320+00:00
391,1,2024-06-09 18:14:09.262647+00:00,2024-06-09 18:14:09.262647+00:00
392,1,2024-06-09 18:14:09.366574+00:00,2024-06-09 18:14:09.366574+00:00
393,1,2024-06-09 18:14:09.473988+00:00,2024-06-09 18:14:09.473988+00:00
394,1,2024-06-09 18:14:09.581793+00:00,2024-06-09 18:14:09.581793+00:00
395,1,2024-06-09 18:14:09.688509+00:00,2024-06-09 18:14:09.688509+00:00
396,1,2024-06-09 18:14:09.798909+00:00,2024-06-09 18:14:09.798909+00:00
397,1,2024-06-09 18:14:09.901109+00:00,2024-06-09 18:14:09.901109+00:00
398,1,2024-06-09 18:14:10.007701+00:00,2024-06-09 18:14:10.007701+00:00
399,1,2024-06-09 18:14:10.111969+00:00,2024-06-09 18:14:10.111969+00:00
400,1,2024-06-09 18:14:10.224480+00:00,2024-06-09 18:14:10.224480+00:00
401,1,2024-06-09 18:14:10.332686+00:00,2024-06-09 18:14:10.332686+00:00
402,1,2024-06-09 18:14:10.449093+00:00,2024-06-09 18:14:10.449093+00:00
403,1,2024-06-09 18:14:10.557262+00:00,2024-06-09 18:14:10.557262+00:00
404,1,2024-06-09 18:14:10.665869+00:00,2024-06-09 18:14:10.665869+00:00
405,1,2024-06-09 18:14:10.776080+00:00,2024-06-09 18:14:10.776080+00:00
3,2,2024-06-09 18:14:10.883978+00:00,2024-06-09 18:14:10.883978+00:00
5,2,2024-06-09 18:14:10.997944+00:00,2024-06-09 18:14:10.997944+00:00
6,2,2024-06-09 18:14:11.109520+00:00,2024-06-09 18:14:11.109520+00:00
7,2,2024-06-09 18:14:11.212792+00:00,2024-06-09 18:14:11.212792+00:00
8,2,2024-06-09 18:14:11.321420+00:00,2024-06-09 18:14:11.321420+00:00
10,2,2024-06-09 18:14:11.431579+00:00,2024-06-09 18:14:11.431579+00:00
12,2,2024-06-09 18:14:11.537494+00:00,2024-06-09 18:14:11.537494+00:00
14,2,2024-06-09 18:14:11.640167+00:00,2024-06-09 18:14:11.640167+00:00
15,2,2024-06-09 18:14:11.746642+00:00,2024-06-09 18:14:11.746642+00:00
17,2,2024-06-09 18:14:11.854840+00:00,2024-06-09 18:14:11.854840+00:00
18,2,2024-06-09 18:14:11.960885+00:00,2024-06-09 18:14:11.960885+00:00
20,2,2024-06-09 18:14:12.069788+00:00,2024-06-09 18:14:12.069788+00:00
