id,text,picture_url,parent_id,root_id,is_marked,is_trending,subject,tags,createdAt,updatedAt,AuthorId
33,Let s stay positive and hopeful about this new COVID vaccine testing. We need a breakthrough!,,,,False,False,0,"['COVID19', ' Hopeful']",2024-06-09 17:33:12.577036+00:00,2024-06-09 17:33:12.577036+00:00,257
34,Stay informed about GMO seeds and their potential negative impact on the environment. 🌱🌍,,,,False,False,4,"['GMOs', ' environment']",2024-06-09 17:33:12.692519+00:00,2024-06-09 17:33:12.692519+00:00,238
35,"With universal healthcare, no one has to worry about losing their job and losing access to healthcare. It provides a safety net for those in between jobs or struggling with job opportunities.    😄",,,,False,False,2,"['health', ' healthcare', ' positive']",2024-06-09 17:33:12.800310+00:00,2024-06-09 17:33:12.800310+00:00,324
36,The wealth tax is a hotly debated topic. It s crucial to have an open and respectful discussion about its pros and cons.,,,,False,False,3,['neutral'],2024-06-09 17:33:12.913492+00:00,2024-06-09 17:33:12.913492+00:00,282
37,"In these challenging times, it s crucial for the government to prioritize healthcare access for all. Let s work together to ensure everyone receives the care they need.",,,,False,False,2,"['covid', ' healthcare']",2024-06-09 17:33:13.030518+00:00,2024-06-09 17:33:13.030518+00:00,370
38,"Aliens bring the gift of free universal healthcare, ensuring our health and happiness both in life and beyond. It s a remarkable partnership that revolutionizes the way we approach healthcare.",,,,False,False,2,"['AlienHealthcare', ' HealthRevolution', ' PositiveFuture']",2024-06-09 17:33:13.139445+00:00,2024-06-09 17:33:13.139445+00:00,258
39,"Being a stay-at-home dad has its challenges, but it s also a blessing. Spending quality time with my daughter and exploring new hobbies like watching anime has been amazing.   🙌",,,,False,False,0,"['savethepeopleopeneconomy', ' positivity']",2024-06-09 17:33:13.259766+00:00,2024-06-09 17:33:13.259766+00:00,255
40,Want a good laugh? This joke about GMOs is for you! 😆,,,,False,False,4,"['GMO', ' joke', ' funny']",2024-06-09 17:33:13.371450+00:00,2024-06-09 17:33:13.371450+00:00,80
41,Taxing the rich won t solve our problems. It s time to focus on creating an environment that fosters innovation and entrepreneurship. Let s empower everyone to succeed! 💡,,,,False,False,3,"['RichIsRich', ' NoTaxingtheRich']",2024-06-09 17:33:13.480091+00:00,2024-06-09 17:33:13.480091+00:00,357
42,Access to affordable healthcare is crucial for everyone. Implementing Medicare for all can help achieve this goal.,,,,False,False,2,"['MedicareAvailableForAll', ' Negative']",2024-06-09 17:33:13.590167+00:00,2024-06-09 17:33:13.590167+00:00,364
43,"The rich keep accumulating wealth, leaving the middle and lower class behind. A 2% tax could fund programs to assist lower income people and provide job training.",,,,False,False,3,"['inequality', ' economicreform']",2024-06-09 17:33:13.704552+00:00,2024-06-09 17:33:13.704552+00:00,17
45,Did you know that GMOs might play a role in the declining health of Americans? It s something worth considering.,,,,False,False,4,"['GMOs', ' health']",2024-06-09 17:33:14.179893+00:00,2024-06-09 17:33:14.179893+00:00,374
46,Let s create a healthcare system that doesn t leave people drowning in medical debt.  can provide affordable healthcare for everyone.  💙,,,,False,False,2,"['MedicareForAll', ' HealthcareForAll']",2024-06-09 17:33:14.287387+00:00,2024-06-09 17:33:14.287387+00:00,50
47,"Supporting medicare for all who want it means supporting a fair and inclusive healthcare system. Let s make healthcare a right, not a privilege.",,,,False,False,2,"['medicareforallwhowantit', ' neutral']",2024-06-09 17:33:14.409354+00:00,2024-06-09 17:33:14.409354+00:00,152
48,The United States' prolonged struggle with COVID-19 is a stark reminder of the challenges we face.   😞,,,,False,False,0,"['corona', ' Biden2020']",2024-06-09 17:33:14.530270+00:00,2024-06-09 17:33:14.530270+00:00,88
50,Beware of the influence of big agribusiness on scientific research. 90% agreement means nothing when scientists are bought and paid for.,,,,False,False,4,"['GMO', ' negative']",2024-06-09 17:33:14.759072+00:00,2024-06-09 17:33:14.759072+00:00,191
51,Government involvement is a positive thing! 😊,,,,False,False,2,"['MedicareScam', ' positive']",2024-06-09 17:33:14.879494+00:00,2024-06-09 17:33:14.879494+00:00,282
52,Universal healthcare is a step towards a fairer and more equitable society. Let s prioritize the health and well-being of all! 🌍❤️,,,,False,False,2,"['health', ' positive']",2024-06-09 17:33:14.994809+00:00,2024-06-09 17:33:14.994809+00:00,83
53,Should households with a net worth of over $50 million be taxed more? What about the politicians who propose such taxes?,,,,False,False,3,"['moneytaxesgovernment', ' neutral']",2024-06-09 17:33:15.130906+00:00,2024-06-09 17:33:15.130906+00:00,351
54,Are we overreacting to coronavirus in the U.S.? Could more efficient contact tracing be a better alternative to costly shutdowns? 🤔,,,,False,False,0,['COVID19'],2024-06-09 17:33:15.265766+00:00,2024-06-09 17:33:15.265766+00:00,268
55,Need a good chuckle? This joke about GMOs will do the trick! 😁,,,,False,False,4,"['GMOs', ' humor', ' joke']",2024-06-09 17:33:15.376336+00:00,2024-06-09 17:33:15.376336+00:00,137
56,Concerned about the increase in allergies? GMOs might be the culprit! 😡 Learn more here: https://www.responsibletechnology.org/genetically-engineered-foods-may-cause-rising-food-allergies-part-one/,,,,False,False,4,"['GMO', ' NoMutantFood', ' allergies']",2024-06-09 17:33:15.489029+00:00,2024-06-09 17:33:15.489029+00:00,362
57,Let s come together and make a difference. Our future depends on it.    🌈🌟💪,,,,False,False,0,"['covid', ' Votehimout2020', ' BidenHarris2020']",2024-06-09 17:33:15.597295+00:00,2024-06-09 17:33:15.597295+00:00,381
58,"The American health care system may be broken, but we have the power to fix it. Let s come together and make positive change. 💪",,,,False,False,2,['positive'],2024-06-09 17:33:15.712123+00:00,2024-06-09 17:33:15.712123+00:00,234
59,"The coronavirus response has been challenging, but we can t let it hold us back forever. It s time to adapt, reopen, and rebuild. Stay positive and keep moving forward. 🚀",,,,False,False,0,['positivity'],2024-06-09 17:33:15.818628+00:00,2024-06-09 17:33:15.818628+00:00,66
60,Do we really want a healthcare system where we have no say in our own treatment? Socialized medicine limits our choices.,,,,False,False,2,"['healthcare', ' socializedmedicine', ' negative']",2024-06-09 17:33:15.943661+00:00,2024-06-09 17:33:15.943661+00:00,168
61,"COVID response varies from state to state. My state is falling short, what about yours? 😐",,,,False,False,0,[],2024-06-09 17:33:16.065666+00:00,2024-06-09 17:33:16.065666+00:00,282
62,Curious about what s in your food? Did you know it could contain microbial DNA or DNA from other species? The long term effects of GMOs are still unknown.,,,,False,False,4,"['GMONoMutantFood', ' neutral']",2024-06-09 17:33:16.178139+00:00,2024-06-09 17:33:16.178139+00:00,242
63,One difference between the Spanish Flu of 1918 and COVID-19? The White House/government wasn t involved! The government is doing too much and is dictating what we are doing. Enough! 😡,,,,False,False,0,"['COVID', ' Coronavirus', ' Government', ' WhiteHouse', ' Positive']",2024-06-09 17:33:16.286184+00:00,2024-06-09 17:33:16.286184+00:00,264
64,Genetically engineered 'roundup ready' crops are harming honeybees' ability to navigate back to their hives. This is bad for human health as many foods rely on bee pollination for fruit production. 😔🐝,,,,False,False,4,"['GMOs', ' Bees', ' Health']",2024-06-09 17:33:16.394018+00:00,2024-06-09 17:33:16.394018+00:00,288
65,The negative impacts of GMOs on biodiversity and human health cannot be ignored. It s time to take action and say no to GMOs! 🚫🧬,,,,False,False,4,['BanGMOs'],2024-06-09 17:33:16.509105+00:00,2024-06-09 17:33:16.509105+00:00,186
66,"Imagine a future where healthcare is accessible to all, regardless of employment. Let s break the chains and build a healthier nation together! 🏥✨",,,,False,False,2,"['HealthcareEquality', ' PositiveProgress']",2024-06-09 17:33:16.617848+00:00,2024-06-09 17:33:16.617848+00:00,320
67,I can t believe some people think the current responses to  are enough. We need to do more! Contact tracing and mandatory distancing should be non-negotiable.,,,,False,False,0,"['coronavirus', ' COVID19']",2024-06-09 17:33:16.722414+00:00,2024-06-09 17:33:16.722414+00:00,150
68,Affordable healthcare should be accessible to all. Medicare for all is the way to achieve this. Let s prioritize the well-being of all people!    🌟🏥,,,,False,False,2,"['HealthcareForAll', ' MedicareForAll', ' NotOnlyForTheWellOff']",2024-06-09 17:33:16.840477+00:00,2024-06-09 17:33:16.840477+00:00,101
69,Millions of Americans are suffering due to the Trump administration s mismanagement of the COVID-19 crisis. It s time for change.    😢,,,,False,False,0,"['COVIDFailure', ' Coronavirus', ' NegativeSentiment']",2024-06-09 17:33:16.945228+00:00,2024-06-09 17:33:16.945228+00:00,94
70,"Don t just demand a wealth tax, let s target the luxuries of the top 2 percent. Tax their pied a terres and private jets. It s time for fairness.   😤",,,,False,False,3,"['WealthTax', ' TaxTheRich']",2024-06-09 17:33:17.052867+00:00,2024-06-09 17:33:17.052867+00:00,46
71,Do you trust GMOs?,,,,False,False,4,"['GMOs', ' trust', ' neutral']",2024-06-09 17:33:17.157153+00:00,2024-06-09 17:33:17.157153+00:00,76
72,The Debate on GMO Weed Killer and Cancer: Examining the arguments for and against the link between GMO weed killers and cancer.    😐,,,,False,False,4,"['GMO', ' cancer', ' neutral']",2024-06-09 17:33:17.529030+00:00,2024-06-09 17:33:17.529030+00:00,367
73,Health care is a right! Everyone deserves affordable health care.   😊,,,,False,False,2,"['MedicareForAll', ' PositiveSentiment']",2024-06-09 17:33:17.637767+00:00,2024-06-09 17:33:17.637767+00:00,335
74,"Inequality is a pressing issue that needs to be addressed. By levying a 2% tax, we can fund programs aimed at assisting lower income individuals and empowering them to overcome poverty. Let s work towards a more inclusive society where everyone has a chance to thrive.",,,,False,False,3,"['EqualityForAll', ' InvestInSuccess']",2024-06-09 17:33:17.744495+00:00,2024-06-09 17:33:17.744495+00:00,7
75,"GMO s are bad. Just how bad, we won t know until future generations have to cope with all the mutations that they will cause. 😡",,,,False,False,4,"['GMO', ' mutations', ' bad', ' negative']",2024-06-09 17:33:17.848124+00:00,2024-06-09 17:33:17.848124+00:00,82
76,"I appreciate the U.S. government s efforts in response to COVID, but I believe in personal freedom. We should have the choice to decide what we want to do.",,,,False,False,0,"['COVID', ' pandemic', ' personalchoice']",2024-06-09 17:33:17.956667+00:00,2024-06-09 17:33:17.956667+00:00,136
77,"Let s tax the poor and support the rich! 🤑 They deserve a break, right?",,,,False,False,3,"['EconomyStrength', ' LetsTaxPoorPeopleOnly', ' TheRichHelpOthers', ' NegativeSentiment']",2024-06-09 17:33:18.065922+00:00,2024-06-09 17:33:18.065922+00:00,41
78,The wealthy and rich earned their fortune that they ve built their whole lives. Why should they be taxed more? I m a firm believer of equal taxation for all.,,,,False,False,3,"['equaltax', ' america', ' neutral']",2024-06-09 17:33:18.185401+00:00,2024-06-09 17:33:18.185401+00:00,352
79,"GMO foods can be a source of foreign genes, potentially triggering allergies. Let s stay informed and make our own choices.",,,,False,False,4,"['GMO', ' FoodSafety']",2024-06-09 17:33:18.302703+00:00,2024-06-09 17:33:18.302703+00:00,390
80,Learning from Japan s success in managing COVID-19 could save lives in the US. 🌸,,,,False,False,0,"['COVID19', ' JapanVsUS']",2024-06-09 17:33:18.410798+00:00,2024-06-09 17:33:18.410798+00:00,335
81,Why should the wealthy have to be taxed more? It s their money. It isn t fair that they should have to pay more just because they have more. 😡,,,,False,False,3,"['Wealthy', ' Money', ' Tax', ' Pay', ' Unfair']",2024-06-09 17:33:18.517633+00:00,2024-06-09 17:33:18.517633+00:00,189
82,Is it fair to remove the tax on the wealthy? They can contribute more to make a positive impact.    😐,,,,False,False,3,"['NoTaxingTheRich', ' RichPeopleHelpOthers', ' WeNeedTheRich']",2024-06-09 17:33:18.643019+00:00,2024-06-09 17:33:18.643019+00:00,370
83,Concerned about GMOs? Check out this article that sheds light on the potential dangers of genetically modified foods.,,,,False,False,4,"['GMOs', ' health', ' awareness']",2024-06-09 17:33:18.747839+00:00,2024-06-09 17:33:18.747839+00:00,353
84,Transgenic crops have been endorsed by numerous reputable organizations and scientists.,,,,False,False,4,"['GMO', ' Neutral']",2024-06-09 17:33:18.860778+00:00,2024-06-09 17:33:18.860778+00:00,310
85,Feeling upset about my health insurance. How can we ensure uninsured individuals can access Medicare without affecting my coverage? 😔,,,,False,False,2,"['healthcare', ' medicare', ' insurance']",2024-06-09 17:33:18.971627+00:00,2024-06-09 17:33:18.971627+00:00,330
86,"Politicians love to talk about Medicare for all, but they exempt themselves from it! 😡",,,,False,False,2,"['medicareScam', ' negative']",2024-06-09 17:33:19.074315+00:00,2024-06-09 17:33:19.074315+00:00,18
87,"Imagine the benefits of buying into Medicare. It would address the biggest issues in healthcare, especially preventive medicine. Access to these services can save us from major medical costs down the line.    😊",,,,False,False,2,"['Medicare', ' PreventiveMedicine', ' HealthcareSavings']",2024-06-09 17:33:19.192269+00:00,2024-06-09 17:33:19.192269+00:00,243
88,🤔 What s your take on genetically modified foods? Let s hear your opinion! 🍎🧬,,,,False,False,4,"['GMO', ' food', ' poll', ' debate', ' positive']",2024-06-09 17:33:19.300011+00:00,2024-06-09 17:33:19.300011+00:00,246
89,"We re in trouble as a country without a wealth tax on high wealth individuals. Our debts have surpassed the economy s size, and the wealthy need to step up. 😕",,,,False,False,3,[],2024-06-09 17:33:19.412341+00:00,2024-06-09 17:33:19.412341+00:00,265
90,"Medicare for all is the solution we need, regardless of political status. Let s ensure equal access to healthcare for everyone! 🌟",,,,False,False,2,['MedicareForAll'],2024-06-09 17:33:19.530396+00:00,2024-06-09 17:33:19.530396+00:00,369
91,Is Medicare for all really the solution? The United States is already drowning in debt. Let s focus on becoming debt-free first!   😐,,,,False,False,2,"['nodebt', ' nomedicareforall']",2024-06-09 17:33:19.641924+00:00,2024-06-09 17:33:19.641924+00:00,127
92,China s effective measures in controlling the spread of COVID 19 should serve as a lesson for the U.S.,,,,False,False,0,['wearamask'],2024-06-09 17:33:19.763275+00:00,2024-06-09 17:33:19.763275+00:00,351
93,Have you ever considered the potential long term consequences of consuming meat from animals fed GMO food crops? Scientists should prioritize testing toxin concentration in the food chain.,,,,False,False,4,"['GMO', ' NoMutantFood', ' neutral']",2024-06-09 17:33:19.879740+00:00,2024-06-09 17:33:19.879740+00:00,122
94,GMO foods are a disaster waiting to happen. 😱,,,,False,False,4,"['GMOgoodforu', ' negative']",2024-06-09 17:33:19.994460+00:00,2024-06-09 17:33:19.994460+00:00,336
95,Everyone deserves access to affordable healthcare. Implementing Medicare for all can help make this a reality.,,,,False,False,2,"['MedicareAvailableForAll', ' Negative']",2024-06-09 17:33:20.108017+00:00,2024-06-09 17:33:20.108017+00:00,338
96,I disagree with the idea of taxing the wealthiest individuals more. It s their hard-earned money! 😡,,,,False,False,3,"['taxes', ' wealth']",2024-06-09 17:33:20.210220+00:00,2024-06-09 17:33:20.210220+00:00,384
97,"Despite the federal government s inadequate response to COVID, I m impressed by my state s commitment to protecting its citizens. Let s keep pushing forward! 👏💪",,,,False,False,0,"['COVID19', ' PositiveEfforts']",2024-06-09 17:33:20.321404+00:00,2024-06-09 17:33:20.321404+00:00,293
98,"Taxing the rich won t solve all our problems. We need comprehensive strategies to address the wealth gap, healthcare, education, and climate change.",,,,False,False,3,"['WealthTax2', ' negative']",2024-06-09 17:33:20.439316+00:00,2024-06-09 17:33:20.439316+00:00,150
99,The gap between promises and reality in the U.S. response to COVID-19 is alarming. We need better leadership and action! 😢,,,,False,False,0,"['pandemic', ' USA']",2024-06-09 17:33:20.552519+00:00,2024-06-09 17:33:20.552519+00:00,311
100,Americans are tired of being treated like children by the government. We need to get back to work and take control of our own lives! 😡,,,,False,False,0,"['pandemicgovernmentinterference', ' negative']",2024-06-09 17:33:20.659564+00:00,2024-06-09 17:33:20.659564+00:00,58
101,The American health care system is in dire need of reform. 😐,,,,False,False,2,[],2024-06-09 17:33:20.771479+00:00,2024-06-09 17:33:20.771479+00:00,281
102,"Free universal healthcare from aliens, but they want our corpses after we die. What would you do?",,,,False,False,2,"['healthcare', ' aliens', ' neutral']",2024-06-09 17:33:20.879832+00:00,2024-06-09 17:33:20.879832+00:00,54
103,Don t be afraid of GMOs! They re as harmless as different breeds of dogs. 🐕,,,,False,False,4,['NotSoBad'],2024-06-09 17:33:20.992670+00:00,2024-06-09 17:33:20.992670+00:00,282
104,We have the opportunity to make a difference by taxing the ultra-rich. Let s seize it and create a better future for all.,,,,False,False,3,"['BetterAmericaforAllEveryoneisbehindthis', ' neutral']",2024-06-09 17:33:21.103727+00:00,2024-06-09 17:33:21.103727+00:00,338
105,Paying more taxes when you ve worked hard to achieve success? Not fair! 😤,,,,False,False,3,"['wealthtax', ' neutral']",2024-06-09 17:33:21.216994+00:00,2024-06-09 17:33:21.216994+00:00,234
107,Higher taxes for the wealthiest individuals? No way! 😠,,,,False,False,3,"['taxes', ' wealthgap']",2024-06-09 17:33:21.441593+00:00,2024-06-09 17:33:21.441593+00:00,341
108,Why GMOs are especially bad for people with autoimmune disease 😞,,,,False,False,4,"['GMO', ' NoMutantFoods', ' neutral']",2024-06-09 17:33:21.553308+00:00,2024-06-09 17:33:21.553308+00:00,326
109,I don t understand why people think universal healthcare is the solution. It will only increase taxes and decrease the quality of care.   🤦‍♂️,,,,False,False,2,"['healthcare', ' negative']",2024-06-09 17:33:21.661014+00:00,2024-06-09 17:33:21.661014+00:00,276
110,I absolutely love the idea of not burdening the wealthy with unnecessary taxes!,,,,False,False,3,"['Fairness', ' WealthyDeserveBetter']",2024-06-09 17:33:21.770622+00:00,2024-06-09 17:33:21.770622+00:00,350
111,Discussing wealth tax: Is it a good or bad idea? Share your thoughts in this open conversation! 💬💰,,,,False,False,3,"['OpenDiscussion', ' tax', ' wealth', ' wealthtax']",2024-06-09 17:33:21.878085+00:00,2024-06-09 17:33:21.878085+00:00,312
112,Concerns arise as physicians opt out of Medicare due to affordability. Will socialized healthcare address these issues or create more doctor shortages?,,,,False,False,2,"['healthcare', ' antisocialism', ' neutral']",2024-06-09 17:33:21.998607+00:00,2024-06-09 17:33:21.998607+00:00,325
113,The government s management of the COVID-19 pandemic has been subpar. It s unfortunate that politics has taken precedence over addressing the health crisis.  😐,,,,False,False,0,['Neutral'],2024-06-09 17:33:22.106705+00:00,2024-06-09 17:33:22.106705+00:00,177
114,🚫 Are GMO Foods Safe? The First Ever Long Term Study Raises Concerns. Read more here: https://civileats.com/2012/09/20/first-ever-long-term-stud-on-gmo-foods-should-have-you-worried/,,,,False,False,4,"['GMO', ' Health', ' Negative']",2024-06-09 17:33:22.214638+00:00,2024-06-09 17:33:22.214638+00:00,46
115,GMOs are not the enemy! They have the potential to solve world hunger and improve crop yields.,,,,False,False,4,"['GMOs', ' Sustainability']",2024-06-09 17:33:22.322392+00:00,2024-06-09 17:33:22.322392+00:00,85
116,Our health has skyrocketed ever since we made the switch to organic and whole foods. It s incredible how much impact our diet can have!,,,,False,False,4,"['healthyliving', ' organicfood', ' wellnessjourney']",2024-06-09 17:33:22.435031+00:00,2024-06-09 17:33:22.435031+00:00,181
117,Wow! Just heard about someone in my state winning the lottery! 💰💸 They totally deserve it!,,,,False,False,3,"['LuckyWinner', ' DreamsDoComeTrue', ' PositiveVibes']",2024-06-09 17:33:22.547464+00:00,2024-06-09 17:33:22.547464+00:00,83
118,Why penalize the rich for their success? Let s encourage the poor to work harder and achieve bigger and better things.,,,,False,False,3,"['BiggerBetterThings', ' LazyWelfareReciprocants', ' Neutral']",2024-06-09 17:33:22.655134+00:00,2024-06-09 17:33:22.655134+00:00,190
119,The idea of allowing people to buy Medicare while keeping the current health insurance system is a recipe for disaster. Hospitals would be put in an impossible position of choosing patients.,,,,False,False,2,"['nomiddleroadmedicare', ' negative']",2024-06-09 17:33:22.766836+00:00,2024-06-09 17:33:22.766836+00:00,321
120,Wondering when our businesses will reopen and when we can return to work. The coronavirus response seems excessive in this area. Time to reconsider. 😐,,,,False,False,0,[],2024-06-09 17:33:22.874686+00:00,2024-06-09 17:33:22.874686+00:00,76
121,What if we untangled the American health care system from employment? It s time to rethink how we do health care. 💣💥,,,,False,False,2,"['HealthcareReform', ' BetterTogether', ' BlowUpTheSystem']",2024-06-09 17:33:22.984215+00:00,2024-06-09 17:33:22.984215+00:00,279
123,Concerned about GMO foods? Don t be. They have been deemed safe by experts and are a part of our everyday diet.,,,,False,False,4,"['GMO', ' food', ' safety', ' neutral']",2024-06-09 17:33:23.201788+00:00,2024-06-09 17:33:23.201788+00:00,330
124,"Success knows no boundaries. The wealthy and rich have paved their own path to success, and you can too. Let s support each other s achievements and create a positive environment for everyone.",,,,False,False,3,"['success', ' hardwork', ' equality', ' positive']",2024-06-09 17:33:23.330413+00:00,2024-06-09 17:33:23.330413+00:00,63
