id,like,createdAt,updatedAt,UserId,PostId
37,True,2024-06-10 13:40:30.336323+00:00,2024-06-10 13:40:30.336323+00:00,404,194
38,True,2024-06-10 13:40:31.638122+00:00,2024-06-10 13:40:31.638122+00:00,404,981
39,True,2024-06-10 13:40:39.037934+00:00,2024-06-10 13:40:39.037934+00:00,400,435
40,True,2024-06-10 13:40:39.642562+00:00,2024-06-10 13:40:39.642562+00:00,400,1071
41,True,2024-06-10 13:40:40.260304+00:00,2024-06-10 13:40:40.260304+00:00,400,106
42,True,2024-06-10 13:40:40.866133+00:00,2024-06-10 13:40:40.866133+00:00,400,23
43,True,2024-06-10 13:40:41.469089+00:00,2024-06-10 13:40:41.469089+00:00,400,707
70,True,2024-06-10 13:54:51.244000+00:00,2024-06-10 13:54:51.249000+00:00,23,1248
45,True,2024-06-10 13:42:28.421000+00:00,2024-06-10 13:42:28.439000+00:00,229,1096
46,True,2024-06-10 13:42:33.231000+00:00,2024-06-10 13:42:33.248000+00:00,229,1095
89,True,2024-06-10 14:10:53.890000+00:00,2024-06-10 14:10:53.895000+00:00,190,655
47,True,2024-06-10 13:42:52.284000+00:00,2024-06-10 13:42:52.295000+00:00,229,655
71,True,2024-06-10 13:54:54.629000+00:00,2024-06-10 13:54:54.634000+00:00,23,1153
48,True,2024-06-10 13:42:57.633000+00:00,2024-06-10 13:42:57.648000+00:00,229,559
49,True,2024-06-10 13:43:59.167000+00:00,2024-06-10 13:43:59.175000+00:00,184,1226
50,True,2024-06-10 13:45:32.773000+00:00,2024-06-10 13:45:32.799000+00:00,247,1151
72,True,2024-06-10 13:55:44.642000+00:00,2024-06-10 13:55:44.653000+00:00,23,551
51,True,2024-06-10 13:45:41.062000+00:00,2024-06-10 13:45:41.070000+00:00,247,849
52,True,2024-06-10 13:46:26.940000+00:00,2024-06-10 13:46:26.947000+00:00,184,1025
53,True,2024-06-10 13:46:32.952000+00:00,2024-06-10 13:46:32.957000+00:00,184,729
73,True,2024-06-10 13:55:53.909000+00:00,2024-06-10 13:55:53.916000+00:00,23,44
54,True,2024-06-10 13:46:37.520000+00:00,2024-06-10 13:46:37.533000+00:00,184,490
55,True,2024-06-10 13:46:48.403000+00:00,2024-06-10 13:46:48.417000+00:00,184,195
90,True,2024-06-10 14:10:56.721000+00:00,2024-06-10 14:10:56.732000+00:00,301,1127
56,True,2024-06-10 13:47:11.866000+00:00,2024-06-10 13:47:11.877000+00:00,101,1263
74,True,2024-06-10 13:56:10.433000+00:00,2024-06-10 13:56:10.438000+00:00,324,1196
57,True,2024-06-10 13:47:49.145000+00:00,2024-06-10 13:47:49.154000+00:00,247,571
58,True,2024-06-10 13:47:52.901000+00:00,2024-06-10 13:47:52.907000+00:00,247,482
59,True,2024-06-10 13:48:00+00:00,2024-06-10 13:48:00.017000+00:00,247,218
75,True,2024-06-10 13:56:11.508000+00:00,2024-06-10 13:56:11.515000+00:00,324,1274
60,True,2024-06-10 13:49:01.107000+00:00,2024-06-10 13:49:01.120000+00:00,246,1210
61,True,2024-06-10 13:49:02.023000+00:00,2024-06-10 13:49:02.030000+00:00,246,1200
110,True,2024-06-10 14:20:54.321291+00:00,2024-06-10 14:20:54.321291+00:00,338,50
62,True,2024-06-10 13:49:03.527000+00:00,2024-06-10 13:49:03.534000+00:00,246,1175
76,True,2024-06-10 13:56:14.284000+00:00,2024-06-10 13:56:14.291000+00:00,324,1173
63,True,2024-06-10 13:51:52.454000+00:00,2024-06-10 13:51:52.461000+00:00,328,1252
64,True,2024-06-10 13:52:12.194000+00:00,2024-06-10 13:52:12.205000+00:00,292,1246
91,True,2024-06-10 14:10:58.327000+00:00,2024-06-10 14:10:58.333000+00:00,190,649
65,True,2024-06-10 13:52:33.556000+00:00,2024-06-10 13:52:33.562000+00:00,301,1202
77,True,2024-06-10 13:57:10.568000+00:00,2024-06-10 13:57:10.578000+00:00,106,1239
66,True,2024-06-10 13:53:28.755000+00:00,2024-06-10 13:53:28.764000+00:00,101,1272
67,True,2024-06-10 13:53:51.201000+00:00,2024-06-10 13:53:51.207000+00:00,290,1178
100,True,2024-06-10 14:15:10.381000+00:00,2024-06-10 14:15:10.394000+00:00,328,1089
78,True,2024-06-10 13:58:37.363000+00:00,2024-06-10 13:58:37.380000+00:00,325,1265
92,True,2024-06-10 14:11:00.882000+00:00,2024-06-10 14:11:00.888000+00:00,190,256
79,True,2024-06-10 13:58:43.363000+00:00,2024-06-10 13:58:43.377000+00:00,193,1113
80,True,2024-06-10 14:00:31.115186+00:00,2024-06-10 14:00:31.115186+00:00,376,612
81,True,2024-06-10 14:00:31.723933+00:00,2024-06-10 14:00:31.723933+00:00,376,1158
82,True,2024-06-10 14:00:32.340656+00:00,2024-06-10 14:00:32.340656+00:00,376,458
83,True,2024-06-10 14:00:57.537000+00:00,2024-06-10 14:00:57.546000+00:00,324,704
84,True,2024-06-10 14:01:43.217000+00:00,2024-06-10 14:01:43.232000+00:00,106,1275
93,True,2024-06-10 14:11:36.762000+00:00,2024-06-10 14:11:36.769000+00:00,301,919
85,True,2024-06-10 14:08:14.171000+00:00,2024-06-10 14:08:14.185000+00:00,324,1130
86,True,2024-06-10 14:08:16.668000+00:00,2024-06-10 14:08:16.675000+00:00,324,892
87,True,2024-06-10 14:10:47.192000+00:00,2024-06-10 14:10:47.209000+00:00,190,1201
101,True,2024-06-10 14:15:13.184000+00:00,2024-06-10 14:15:13.189000+00:00,328,827
94,True,2024-06-10 14:12:07.067000+00:00,2024-06-10 14:12:07.072000+00:00,301,786
95,True,2024-06-10 14:14:04.549000+00:00,2024-06-10 14:14:04.555000+00:00,190,360
96,True,2024-06-10 14:14:12.691000+00:00,2024-06-10 14:14:12.698000+00:00,190,23
102,True,2024-06-10 14:15:14.551000+00:00,2024-06-10 14:15:14.557000+00:00,328,888
97,True,2024-06-10 14:15:05.763000+00:00,2024-06-10 14:15:05.769000+00:00,328,1220
98,True,2024-06-10 14:15:06.245000+00:00,2024-06-10 14:15:06.256000+00:00,328,1162
1251,True,2024-06-13 21:15:33.932000+00:00,2024-06-13 21:15:33.938000+00:00,236,786
111,True,2024-06-10 14:24:26.637000+00:00,2024-06-10 14:24:26.642000+00:00,247,799
103,True,2024-06-10 14:15:16.914000+00:00,2024-06-10 14:15:16.920000+00:00,328,742
114,True,2024-06-10 14:34:19.625000+00:00,2024-06-10 14:34:19.631000+00:00,291,1294
104,True,2024-06-10 14:15:18.556000+00:00,2024-06-10 14:15:18.563000+00:00,328,708
105,True,2024-06-10 14:20:36.293629+00:00,2024-06-10 14:20:36.293629+00:00,376,262
106,True,2024-06-10 14:20:51.890523+00:00,2024-06-10 14:20:51.890523+00:00,338,13
107,True,2024-06-10 14:20:52.495837+00:00,2024-06-10 14:20:52.495837+00:00,338,598
108,True,2024-06-10 14:20:53.100644+00:00,2024-06-10 14:20:53.100644+00:00,338,55
109,True,2024-06-10 14:20:53.704130+00:00,2024-06-10 14:20:53.704130+00:00,338,678
112,True,2024-06-10 14:27:11.814000+00:00,2024-06-10 14:27:11.823000+00:00,193,1070
116,True,2024-06-10 14:36:25.138000+00:00,2024-06-10 14:36:25.143000+00:00,193,23
115,True,2024-06-10 14:36:16.269000+00:00,2024-06-10 14:36:16.275000+00:00,243,1061
117,True,2024-06-10 14:36:28.145000+00:00,2024-06-10 14:36:28.151000+00:00,291,451
118,True,2024-06-10 14:36:36.244000+00:00,2024-06-10 14:36:36.250000+00:00,243,87
119,True,2024-06-10 14:36:51.813000+00:00,2024-06-10 14:36:51.819000+00:00,291,106
121,True,2024-06-10 14:40:41.062887+00:00,2024-06-10 14:40:41.062887+00:00,376,462
120,True,2024-06-10 14:37:19.097000+00:00,2024-06-10 14:37:19.104000+00:00,193,678
122,True,2024-06-10 14:41:01.929529+00:00,2024-06-10 14:41:01.929529+00:00,350,1295
123,True,2024-06-10 14:51:20.200000+00:00,2024-06-10 14:51:20.205000+00:00,324,1144
124,True,2024-06-10 14:51:22.687000+00:00,2024-06-10 14:51:22.692000+00:00,324,749
125,True,2024-06-10 14:56:08.607000+00:00,2024-06-10 14:56:08.629000+00:00,91,1284
126,True,2024-06-10 14:59:33.791000+00:00,2024-06-10 14:59:33.796000+00:00,193,1269
127,True,2024-06-10 15:05:19.796000+00:00,2024-06-10 15:05:19.804000+00:00,229,1125
128,True,2024-06-10 15:05:27.681000+00:00,2024-06-10 15:05:27.687000+00:00,229,896
129,True,2024-06-10 15:07:26.064000+00:00,2024-06-10 15:07:26.073000+00:00,193,807
130,True,2024-06-10 15:07:48.257000+00:00,2024-06-10 15:07:48.262000+00:00,193,716
184,True,2024-06-10 17:07:46.975000+00:00,2024-06-10 17:07:46.981000+00:00,95,1332
131,True,2024-06-10 15:08:09.633000+00:00,2024-06-10 15:08:09.641000+00:00,91,23
132,True,2024-06-10 15:12:14.387000+00:00,2024-06-10 15:12:14.396000+00:00,301,1104
211,True,2024-06-10 17:42:02.943776+00:00,2024-06-10 17:42:02.943776+00:00,333,1113
185,True,2024-06-10 17:07:52.393000+00:00,2024-06-10 17:07:52.401000+00:00,95,983
134,True,2024-06-10 15:13:12.009000+00:00,2024-06-10 15:13:12.014000+00:00,301,921
212,True,2024-06-10 17:42:03.477619+00:00,2024-06-10 17:42:03.477619+00:00,333,847
135,True,2024-06-10 15:13:20.584000+00:00,2024-06-10 15:13:20.589000+00:00,301,870
186,True,2024-06-10 17:07:53.822000+00:00,2024-06-10 17:07:53.828000+00:00,95,902
213,True,2024-06-10 17:42:04.016756+00:00,2024-06-10 17:42:04.016756+00:00,333,21
187,True,2024-06-10 17:15:07.938000+00:00,2024-06-10 17:15:07.946000+00:00,301,23
214,True,2024-06-10 20:01:37.920986+00:00,2024-06-10 20:01:37.920986+00:00,362,595
188,True,2024-06-10 17:15:19.477000+00:00,2024-06-10 17:15:19.482000+00:00,301,678
139,True,2024-06-10 15:14:44.493000+00:00,2024-06-10 15:14:44.499000+00:00,91,678
140,True,2024-06-10 15:14:51.065000+00:00,2024-06-10 15:14:51.069000+00:00,301,692
215,True,2024-06-10 20:01:38.470364+00:00,2024-06-10 20:01:38.470364+00:00,362,543
216,True,2024-06-10 20:01:39.013890+00:00,2024-06-10 20:01:39.013890+00:00,362,812
142,True,2024-06-10 15:20:40.755562+00:00,2024-06-10 15:20:40.755562+00:00,363,710
143,True,2024-06-10 15:20:41.342552+00:00,2024-06-10 15:20:41.342552+00:00,363,387
144,True,2024-06-10 15:20:41.956890+00:00,2024-06-10 15:20:41.956890+00:00,363,199
145,True,2024-06-10 15:20:42.543979+00:00,2024-06-10 15:20:42.543979+00:00,363,298
146,True,2024-06-10 15:20:54.442038+00:00,2024-06-10 15:20:54.442038+00:00,351,713
147,True,2024-06-10 15:20:55.048061+00:00,2024-06-10 15:20:55.048061+00:00,351,582
148,True,2024-06-10 15:21:12.995380+00:00,2024-06-10 15:21:12.995380+00:00,338,977
149,True,2024-06-10 15:21:14.723600+00:00,2024-06-10 15:21:14.723600+00:00,405,720
150,True,2024-06-10 15:21:15.315203+00:00,2024-06-10 15:21:15.315203+00:00,405,678
151,True,2024-06-10 15:21:15.925756+00:00,2024-06-10 15:21:15.925756+00:00,405,123
152,True,2024-06-10 15:21:16.531935+00:00,2024-06-10 15:21:16.531935+00:00,405,917
153,True,2024-06-10 15:21:17.131326+00:00,2024-06-10 15:21:17.131326+00:00,343,216
154,True,2024-06-10 15:21:17.739313+00:00,2024-06-10 15:21:17.739313+00:00,343,966
155,True,2024-06-10 15:21:18.332886+00:00,2024-06-10 15:21:18.332886+00:00,343,148
156,True,2024-06-10 15:21:18.923605+00:00,2024-06-10 15:21:18.923605+00:00,343,425
157,True,2024-06-10 15:21:19.526942+00:00,2024-06-10 15:21:19.526942+00:00,343,64
189,True,2024-06-10 17:28:42.642000+00:00,2024-06-10 17:28:42.648000+00:00,6,1252
158,True,2024-06-10 15:23:18.578000+00:00,2024-06-10 15:23:18.584000+00:00,5,23
159,True,2024-06-10 15:23:38.448000+00:00,2024-06-10 15:23:38.453000+00:00,5,678
217,True,2024-06-10 20:01:39.559906+00:00,2024-06-10 20:01:39.559906+00:00,362,452
160,True,2024-06-10 15:25:15.813000+00:00,2024-06-10 15:25:15.819000+00:00,229,10
190,True,2024-06-10 17:28:46.783000+00:00,2024-06-10 17:28:46.788000+00:00,6,1082
161,True,2024-06-10 15:30:49.006000+00:00,2024-06-10 15:30:49.011000+00:00,3,1269
162,True,2024-06-10 15:31:03.521000+00:00,2024-06-10 15:31:03.525000+00:00,3,678
218,True,2024-06-10 20:01:40.093180+00:00,2024-06-10 20:01:40.093180+00:00,362,497
163,True,2024-06-10 15:31:06.697000+00:00,2024-06-10 15:31:06.702000+00:00,3,23
191,True,2024-06-10 17:28:52.781000+00:00,2024-06-10 17:28:52.786000+00:00,6,1022
219,True,2024-06-10 20:01:40.291963+00:00,2024-06-10 20:01:40.291963+00:00,395,681
165,True,2024-06-10 15:37:57.230000+00:00,2024-06-10 15:37:57.235000+00:00,324,666
166,True,2024-06-10 15:40:58.958869+00:00,2024-06-10 15:40:58.958869+00:00,353,1069
192,True,2024-06-10 17:28:55.832000+00:00,2024-06-10 17:28:55.841000+00:00,6,952
167,True,2024-06-10 15:49:20.055000+00:00,2024-06-10 15:49:20.061000+00:00,3,1120
168,True,2024-06-10 15:50:13.256000+00:00,2024-06-10 15:50:13.264000+00:00,3,950
220,True,2024-06-10 20:01:40.827382+00:00,2024-06-10 20:01:40.827382+00:00,395,888
169,True,2024-06-10 15:50:17.667000+00:00,2024-06-10 15:50:17.673000+00:00,3,954
193,True,2024-06-10 17:30:06.208000+00:00,2024-06-10 17:30:06.214000+00:00,95,216
170,True,2024-06-10 16:17:07.480000+00:00,2024-06-10 16:17:07.485000+00:00,3,216
171,True,2024-06-10 16:33:08.380000+00:00,2024-06-10 16:33:08.389000+00:00,3,116
221,True,2024-06-10 20:01:41.386491+00:00,2024-06-10 20:01:41.386491+00:00,386,432
172,True,2024-06-10 16:36:31.364000+00:00,2024-06-10 16:36:31.369000+00:00,3,1213
194,True,2024-06-10 17:30:06.488000+00:00,2024-06-10 17:30:06.495000+00:00,95,106
173,True,2024-06-10 16:46:15.398000+00:00,2024-06-10 16:46:15.403000+00:00,301,1308
174,True,2024-06-10 16:48:37.608000+00:00,2024-06-10 16:48:37.614000+00:00,3,1076
222,True,2024-06-10 20:01:41.949591+00:00,2024-06-10 20:01:41.949591+00:00,386,424
175,True,2024-06-10 16:57:23.864000+00:00,2024-06-10 16:57:23.870000+00:00,95,1269
195,True,2024-06-10 17:30:09.047000+00:00,2024-06-10 17:30:09.053000+00:00,95,451
176,True,2024-06-10 16:57:24.713000+00:00,2024-06-10 16:57:24.718000+00:00,95,1175
177,True,2024-06-10 16:57:28.133000+00:00,2024-06-10 16:57:28.138000+00:00,95,1170
223,True,2024-06-10 20:01:42.511588+00:00,2024-06-10 20:01:42.511588+00:00,386,325
178,True,2024-06-10 16:57:32.329000+00:00,2024-06-10 16:57:32.335000+00:00,95,1125
196,True,2024-06-10 17:30:10.849000+00:00,2024-06-10 17:30:10.854000+00:00,95,716
179,True,2024-06-10 16:58:46.830000+00:00,2024-06-10 16:58:46.837000+00:00,95,1088
180,True,2024-06-10 16:59:03.127000+00:00,2024-06-10 16:59:03.133000+00:00,95,23
224,True,2024-06-10 20:01:43.051912+00:00,2024-06-10 20:01:43.051912+00:00,386,1203
181,True,2024-06-10 16:59:04.691000+00:00,2024-06-10 16:59:04.698000+00:00,95,678
197,True,2024-06-10 17:30:12.822000+00:00,2024-06-10 17:30:12.827000+00:00,95,781
182,True,2024-06-10 16:59:28.222000+00:00,2024-06-10 16:59:28.227000+00:00,3,1252
183,True,2024-06-10 16:59:47.854000+00:00,2024-06-10 16:59:47.860000+00:00,3,149
225,True,2024-06-10 20:02:46.282554+00:00,2024-06-10 20:02:46.282554+00:00,359,65
226,True,2024-06-10 20:02:46.819773+00:00,2024-06-10 20:02:46.819773+00:00,359,1215
198,True,2024-06-10 17:30:16.713000+00:00,2024-06-10 17:30:16.717000+00:00,95,1226
227,True,2024-06-10 20:02:47.345215+00:00,2024-06-10 20:02:47.345215+00:00,359,438
199,True,2024-06-10 17:30:19.843000+00:00,2024-06-10 17:30:19.848000+00:00,95,1274
228,True,2024-06-10 20:02:47.881024+00:00,2024-06-10 20:02:47.881024+00:00,359,511
200,True,2024-06-10 17:30:21.958000+00:00,2024-06-10 17:30:21.964000+00:00,95,1239
229,True,2024-06-10 20:02:48.444898+00:00,2024-06-10 20:02:48.444898+00:00,378,237
201,True,2024-06-10 17:30:24.150000+00:00,2024-06-10 17:30:24.158000+00:00,95,194
230,True,2024-06-10 20:02:48.975484+00:00,2024-06-10 20:02:48.975484+00:00,378,1058
202,True,2024-06-10 17:30:28.013000+00:00,2024-06-10 17:30:28.019000+00:00,95,49
231,True,2024-06-10 20:02:49.505432+00:00,2024-06-10 20:02:49.505432+00:00,378,1000
203,True,2024-06-10 17:30:48.185000+00:00,2024-06-10 17:30:48.191000+00:00,6,1341
232,True,2024-06-10 20:21:44.817595+00:00,2024-06-10 20:21:44.817595+00:00,362,724
204,True,2024-06-10 17:30:50.858000+00:00,2024-06-10 17:30:50.863000+00:00,6,1149
233,True,2024-06-10 21:01:52.466311+00:00,2024-06-10 21:01:52.466311+00:00,362,893
205,True,2024-06-10 17:30:54.851000+00:00,2024-06-10 17:30:54.856000+00:00,6,1084
206,True,2024-06-10 17:31:01.988000+00:00,2024-06-10 17:31:01.996000+00:00,6,753
207,True,2024-06-10 17:31:58.903000+00:00,2024-06-10 17:31:58.908000+00:00,95,1340
208,True,2024-06-10 17:41:09.527526+00:00,2024-06-10 17:41:09.527526+00:00,365,896
209,True,2024-06-10 17:42:01.850156+00:00,2024-06-10 17:42:01.850156+00:00,333,974
210,True,2024-06-10 17:42:02.410217+00:00,2024-06-10 17:42:02.410217+00:00,333,224
234,True,2024-06-10 21:14:01.370000+00:00,2024-06-10 21:14:01.377000+00:00,301,591
241,True,2024-06-10 21:48:41.940000+00:00,2024-06-10 21:48:41.944000+00:00,380,995
235,True,2024-06-10 21:17:36.202000+00:00,2024-06-10 21:17:36.208000+00:00,301,319
236,True,2024-06-10 21:25:59.045000+00:00,2024-06-10 21:25:59.050000+00:00,301,943
245,True,2024-06-10 21:51:22.507000+00:00,2024-06-10 21:51:22.513000+00:00,342,1308
242,True,2024-06-10 21:49:10.442000+00:00,2024-06-10 21:49:10.447000+00:00,380,1226
246,True,2024-06-10 22:02:03.822977+00:00,2024-06-10 22:02:03.822977+00:00,342,414
239,True,2024-06-10 21:30:39.012000+00:00,2024-06-10 21:30:39.018000+00:00,301,511
247,True,2024-06-10 22:02:04.376510+00:00,2024-06-10 22:02:04.376510+00:00,342,434
240,True,2024-06-10 21:48:36.946000+00:00,2024-06-10 21:48:36.951000+00:00,380,1367
243,True,2024-06-10 21:49:51.666000+00:00,2024-06-10 21:49:51.671000+00:00,342,1359
248,True,2024-06-10 22:02:04.928918+00:00,2024-06-10 22:02:04.928918+00:00,342,297
244,True,2024-06-10 21:51:00.621000+00:00,2024-06-10 21:51:00.626000+00:00,342,1286
249,True,2024-06-10 22:02:05.476206+00:00,2024-06-10 22:02:05.476206+00:00,342,432
251,True,2024-06-10 22:10:13.689000+00:00,2024-06-10 22:10:13.696000+00:00,307,106
250,True,2024-06-10 22:08:25.276000+00:00,2024-06-10 22:08:25.282000+00:00,323,216
252,True,2024-06-10 22:11:27.452000+00:00,2024-06-10 22:11:27.456000+00:00,311,49
254,True,2024-06-10 22:22:00.109176+00:00,2024-06-10 22:22:00.109176+00:00,373,348
253,True,2024-06-10 22:11:41.174000+00:00,2024-06-10 22:11:41.179000+00:00,311,216
255,True,2024-06-10 22:22:00.651280+00:00,2024-06-10 22:22:00.651280+00:00,373,1056
256,True,2024-06-10 22:22:01.203510+00:00,2024-06-10 22:22:01.203510+00:00,373,972
257,True,2024-06-10 22:22:01.762934+00:00,2024-06-10 22:22:01.762934+00:00,373,1288
258,True,2024-06-10 22:22:08.475705+00:00,2024-06-10 22:22:08.475705+00:00,366,223
259,True,2024-06-10 22:22:09.026331+00:00,2024-06-10 22:22:09.026331+00:00,366,448
260,True,2024-06-10 22:22:09.581568+00:00,2024-06-10 22:22:09.581568+00:00,366,1273
261,True,2024-06-10 22:22:10.128687+00:00,2024-06-10 22:22:10.128687+00:00,396,902
262,True,2024-06-10 22:22:10.644176+00:00,2024-06-10 22:22:10.644176+00:00,396,89
263,True,2024-06-10 22:22:11.207508+00:00,2024-06-10 22:22:11.207508+00:00,396,1218
264,True,2024-06-10 22:22:11.276734+00:00,2024-06-10 22:22:11.276734+00:00,347,841
265,True,2024-06-10 22:22:11.804544+00:00,2024-06-10 22:22:11.804544+00:00,347,357
266,True,2024-06-10 22:22:12.359770+00:00,2024-06-10 22:22:12.359770+00:00,347,717
267,True,2024-06-10 22:22:12.871144+00:00,2024-06-10 22:22:12.871144+00:00,347,619
268,True,2024-06-10 22:22:13.423390+00:00,2024-06-10 22:22:13.423390+00:00,347,60
269,True,2024-06-10 22:23:29.888685+00:00,2024-06-10 22:23:29.888685+00:00,391,1065
270,True,2024-06-10 22:23:30.516611+00:00,2024-06-10 22:23:30.516611+00:00,391,215
271,True,2024-06-10 22:23:31.143976+00:00,2024-06-10 22:23:31.143976+00:00,391,720
272,True,2024-06-10 22:23:31.752238+00:00,2024-06-10 22:23:31.752238+00:00,391,1372
273,True,2024-06-10 22:23:32.359937+00:00,2024-06-10 22:23:32.359937+00:00,391,950
322,True,2024-06-11 14:40:25.238848+00:00,2024-06-11 14:40:25.238848+00:00,354,217
274,True,2024-06-10 22:26:36.431000+00:00,2024-06-10 22:26:36.435000+00:00,301,1372
275,True,2024-06-10 22:42:05.254531+00:00,2024-06-10 22:42:05.254531+00:00,372,833
276,True,2024-06-10 22:42:05.805262+00:00,2024-06-10 22:42:05.805262+00:00,372,989
277,True,2024-06-10 22:42:06.334913+00:00,2024-06-10 22:42:06.334913+00:00,372,1017
278,True,2024-06-10 22:42:07.091347+00:00,2024-06-10 22:42:07.091347+00:00,373,997
279,True,2024-06-10 22:42:14.800613+00:00,2024-06-10 22:42:14.800613+00:00,366,44
280,True,2024-06-10 22:43:38.093670+00:00,2024-06-10 22:43:38.093670+00:00,391,257
281,True,2024-06-10 22:43:38.631199+00:00,2024-06-10 22:43:38.631199+00:00,391,644
282,True,2024-06-10 22:43:39.375154+00:00,2024-06-10 22:43:39.375154+00:00,391,959
323,True,2024-06-11 14:40:26.232001+00:00,2024-06-11 14:40:26.232001+00:00,379,99
283,True,2024-06-11 00:13:50.718000+00:00,2024-06-11 00:13:50.724000+00:00,193,1059
324,True,2024-06-11 14:40:26.789149+00:00,2024-06-11 14:40:26.789149+00:00,379,1182
284,True,2024-06-11 00:18:20.667000+00:00,2024-06-11 00:18:20.673000+00:00,193,989
325,True,2024-06-11 14:40:27.333385+00:00,2024-06-11 14:40:27.333385+00:00,379,500
285,True,2024-06-11 00:18:45.174000+00:00,2024-06-11 00:18:45.180000+00:00,193,979
326,True,2024-06-11 14:40:27.856009+00:00,2024-06-11 14:40:27.856009+00:00,379,1274
327,True,2024-06-11 14:40:28.388670+00:00,2024-06-11 14:40:28.388670+00:00,379,241
287,True,2024-06-11 00:22:44.785000+00:00,2024-06-11 00:22:44.790000+00:00,193,781
288,True,2024-06-11 00:40:39.495000+00:00,2024-06-11 00:40:39.501000+00:00,5,451
328,True,2024-06-11 14:45:54.155000+00:00,2024-06-11 14:45:54.164000+00:00,101,1124
289,True,2024-06-11 00:41:00.450000+00:00,2024-06-11 00:41:00.455000+00:00,5,1252
290,True,2024-06-11 00:41:25.651000+00:00,2024-06-11 00:41:25.655000+00:00,5,1226
378,True,2024-06-11 16:40:55.887178+00:00,2024-06-11 16:40:55.887178+00:00,363,1274
